id,nome,codigo,sigla,municipio_id,padrao,principal
5156,Cristina,05,NULL,2910,N,N
5157,"Delfim Moreira",05,NULL,2911,N,N
5158,"Dom Viçoso",05,NULL,2912,N,N
5159,Itajubá,05,NULL,2913,N,N
5160,"Lourenço Velho",60,NULL,2913,N,N
5161,"Maria da Fé",05,NULL,2914,N,N
5162,"Pintos Negreiros",10,NULL,2914,N,N
5163,Marmelópolis,05,NULL,2915,N,N
5164,Paraisópolis,05,NULL,2916,N,N
5165,Costas,10,NULL,2916,N,N
5166,Piranguçu,05,NULL,2917,N,N
5167,Piranguinho,05,NULL,2918,N,N
5168,"Olegário Maciel",10,NULL,2918,N,N
5169,"Santa Bárbara do Sapucaí",20,NULL,2918,N,N
5170,Virgínia,05,NULL,2919,N,N
5171,"Wenceslau Braz",05,NULL,2920,N,N
5172,Itererê,10,NULL,2920,N,N
5173,Carrancas,05,NULL,2921,N,N
5174,Ijaci,05,NULL,2922,N,N
5175,Ingaí,05,NULL,2923,N,N
5176,Itumirim,05,NULL,2924,N,N
5177,"Macuco de Minas",10,NULL,2924,N,N
5178,"Rosário do Rio Grande",20,NULL,2924,N,N
5179,Itutinga,05,NULL,2925,N,N
5180,Lavras,05,NULL,2926,N,N
5181,Luminárias,05,NULL,2927,N,N
5182,Nepomuceno,05,NULL,2928,N,N
5183,"Nazaré de Minas",20,NULL,2928,N,N
5184,"Santo Antônio do Cruzeiro",25,NULL,2928,N,N
5185,"Ribeirão Vermelho",05,NULL,2929,N,N
5186,"Conceição da Barra de Minas",05,NULL,2930,N,N
5187,"Coronel Xavier Chaves",05,NULL,2931,N,N
5188,"Dores de Campos",05,NULL,2932,N,N
5189,"Lagoa Dourada",05,NULL,2933,N,N
5190,"Madre de Deus de Minas",05,NULL,2934,N,N
5191,Nazareno,05,NULL,2935,N,N
5192,"Piedade do Rio Grande",05,NULL,2936,N,N
5193,"Paraíso da Piedade",20,NULL,2936,N,N
5194,"Santo Antônio do Porto",25,NULL,2936,N,N
5195,Prados,05,NULL,2937,N,N
5196,"Resende Costa",05,NULL,2938,N,N
5197,Jacarandira,10,NULL,2938,N,N
5198,Ritápolis,05,NULL,2939,N,N
5199,"Santa Cruz de Minas",05,NULL,2940,N,N
5200,"Santana do Garambéu",05,NULL,2941,N,N
5201,"São João del Rei",05,NULL,2942,N,N
5202,Arcângelo,10,NULL,2942,N,N
5203,"São Gonçalo do Amarante",15,NULL,2942,N,N
5204,Emboabas,20,NULL,2942,N,N
5205,"Rio das Mortes",25,NULL,2942,N,N
5206,"São Sebastião da Vitória",30,NULL,2942,N,N
5207,"São Tiago",05,NULL,2943,N,N
5208,"Mercês de Água Limpa",10,NULL,2943,N,N
5209,Tiradentes,05,NULL,2944,N,N
5210,"Caixa D'Água da Esperança",12,NULL,2944,N,N
5211,Elvas,15,NULL,2944,N,N
5212,"Alfredo Vasconcelos",05,NULL,2945,N,N
5213,"São José de Pouso Alegre",25,NULL,2945,N,N
5214,"Antônio Carlos",05,NULL,2946,N,N
5215,"Curral Novo de Minas",06,NULL,2946,N,N
5216,"Dr. Sá Fortes",07,NULL,2946,N,N
5217,"São Sebastião de Campolide",15,NULL,2946,N,N
5218,Barbacena,05,NULL,2947,N,N
5219,"Colônia Rodrigo Silva",07,NULL,2947,N,N
5220,"Correia de Almeida",10,NULL,2947,N,N
5221,"Costas da Mantiqueira",12,NULL,2947,N,N
5222,Faria,14,NULL,2947,N,N
5223,"Padre Brito",15,NULL,2947,N,N
5224,Galego,16,NULL,2947,N,N
5225,"Mantiqueira do Palmital",19,NULL,2947,N,N
5226,"Senhora das Dores",20,NULL,2947,N,N
5227,"Pinheiro Grosso",23,NULL,2947,N,N
5228,"Ponte do Cosme",25,NULL,2947,N,N
5229,"Ponto Chique do Martelo",27,NULL,2947,N,N
5230,"São Sebastião dos Torres",30,NULL,2947,N,N
5231,Barroso,05,NULL,2948,N,N
5232,"Capela Nova",05,NULL,2949,N,N
5233,Caranaíba,05,NULL,2950,N,N
5234,Carandaí,05,NULL,2951,N,N
5235,"Hermilo Alves",10,NULL,2951,N,N
5236,"Pedra do Sino",15,NULL,2951,N,N
5237,"Desterro do Melo",05,NULL,2952,N,N
5238,Ibertioga,05,NULL,2953,N,N
5239,Ressaquinha,05,NULL,2954,N,N
5240,Canjamba,07,NULL,2954,N,N
5241,"Simão Tamm",30,NULL,2954,N,N
5242,"Vargem do Amargoso",35,NULL,2954,N,N
5243,"Santa Bárbara do Tugúrio",05,NULL,2955,N,N
5244,"Bom Retiro",10,NULL,2955,N,N
5245,"Senhora dos Remédios",05,NULL,2956,N,N
5246,"Palmital dos Carvalhos",10,NULL,2956,N,N
5247,Acaiaca,05,NULL,2957,N,N
5248,"Barra Longa",05,NULL,2958,N,N
5249,"Bonfim da Barra",15,NULL,2958,N,N
5250,"Dom Silvério",05,NULL,2959,N,N
5251,Guaraciaba,05,NULL,2960,N,N
5252,Jequeri,05,NULL,2961,N,N
5253,Grota,10,NULL,2961,N,N
5254,Piscamba,15,NULL,2961,N,N
5255,"Pouso Alegre da Mata",17,NULL,2961,N,N
5256,"São Vicente do Grama",20,NULL,2961,N,N
5257,Oratórios,05,NULL,2962,N,N
5258,"Piedade de Ponte Nova",05,NULL,2963,N,N
5259,"Ponte Nova",05,NULL,2964,N,N
5260,"Rosário do Pontal",13,NULL,2964,N,N
5261,Vau-Açu,15,NULL,2964,N,N
5262,"Raul Soares",05,NULL,2965,N,N
5263,Bicuíba,10,NULL,2965,N,N
5264,"Santana do Tabuleiro",15,NULL,2965,N,N
5265,"São Sebastião do Óculo",20,NULL,2965,N,N
5266,"São Vicente da Estrela",25,NULL,2965,N,N
5267,"Vermelho Velho",35,NULL,2965,N,N
5268,"Rio Casca",05,NULL,2966,N,N
5269,Jurumirim,10,NULL,2966,N,N
5270,"Rio Doce",05,NULL,2967,N,N
5271,"Santa Cruz do Escalvado",05,NULL,2968,N,N
5272,"São Sebastião do Soberbo",10,NULL,2968,N,N
5273,"Zito Soares",15,NULL,2968,N,N
5274,"Santo Antônio do Grama",05,NULL,2969,N,N
5275,"São Pedro dos Ferros",05,NULL,2970,N,N
5276,"Águas Férreas",10,NULL,2970,N,N
5277,Sem-Peixe,05,NULL,2971,N,N
5278,"São Bartolomeu de Sem Peixe",30,NULL,2971,N,N
5279,Sericita,05,NULL,2972,N,N
5280,Urucânia,05,NULL,2973,N,N
5281,"Bom Jesus de Cardosos",10,NULL,2973,N,N
5282,"Vermelho Novo",05,NULL,2974,N,N
5283,"Abre Campo",05,NULL,2975,N,N
5284,Granada,10,NULL,2975,N,N
5285,"Alto Caparaó",05,NULL,2976,N,N
5286,Caparaó,05,NULL,2977,N,N
5287,Caputira,05,NULL,2978,N,N
5288,Chalé,05,NULL,2979,N,N
5289,"Professor Sperber",10,NULL,2979,N,N
5290,Durandé,05,NULL,2980,N,N
5291,"São João da Figueira",15,NULL,2980,N,N
5292,"São José da Figueira",20,NULL,2980,N,N
5293,Lajinha,05,NULL,2981,N,N
5294,"Prata de Lajinha",20,NULL,2981,N,N
5295,Luisburgo,05,NULL,2982,N,N
5296,Manhuaçu,05,NULL,2983,N,N
5297,"Dom Corrêa",07,NULL,2983,N,N
5298,"Ponte do Silva",11,NULL,2983,N,N
5299,"Palmeiras do Manhuaçu",13,NULL,2983,N,N
5300,Realeza,14,NULL,2983,N,N
5301,"São Pedro do Avaí",25,NULL,2983,N,N
5302,"São Sebastião do Sacramento",30,NULL,2983,N,N
5303,Vilanova,40,NULL,2983,N,N
5304,Manhumirim,05,NULL,2984,N,N
5305,"Martins Soares",05,NULL,2985,N,N
5306,"Pinheiro de Minas",20,NULL,2985,N,N
5307,Matipó,05,NULL,2986,N,N
5308,"Padre Fialho",10,NULL,2986,N,N
5309,"Pedra Bonita",05,NULL,2987,N,N
5310,"Alto Jequitibá",05,NULL,2988,N,N
5311,"Padre Júlio Maria",25,NULL,2988,N,N
5312,Reduto,05,NULL,2989,N,N
5313,"Santa Margarida",05,NULL,2990,N,N
5314,"Ribeirão de São Domingos",10,NULL,2990,N,N
5315,"Santana do Manhuaçu",05,NULL,2991,N,N
5316,"Santa Filomena",10,NULL,2991,N,N
5317,"São João do Manhuaçu",05,NULL,2992,N,N
5318,"São José do Mantimento",05,NULL,2993,N,N
5319,Simonésia,05,NULL,2994,N,N
5320,Alegria,10,NULL,2994,N,N
5321,"São Simão do Rio Preto",20,NULL,2994,N,N
5322,"Alto Rio Doce",05,NULL,2995,N,N
5323,Abreus,10,NULL,2995,N,N
5324,Missionário,15,NULL,2995,N,N
5325,Vitorinos,20,NULL,2995,N,N
5326,"Amparo do Serra",05,NULL,2996,N,N
5327,"Padre Felisberto",10,NULL,2996,N,N
5328,Araponga,05,NULL,2997,N,N
5329,"Estêvão de Araújo",10,NULL,2997,N,N
5330,"Brás Pires",05,NULL,2998,N,N
5331,Cajuri,05,NULL,2999,N,N
5332,Paraguai,10,NULL,2999,N,N
5333,Canaã,05,NULL,3000,N,N
5334,Cipotânea,05,NULL,3001,N,N
5335,Coimbra,05,NULL,3002,N,N
5336,Ervália,05,NULL,3003,N,N
5337,Lamim,05,NULL,3004,N,N
5338,"Paula Cândido",05,NULL,3005,N,N
5339,Airões,10,NULL,3005,N,N
5340,"Pedra do Anta",05,NULL,3006,N,N
5341,Piranga,05,NULL,3007,N,N
5342,"Pinheiros Altos",10,NULL,3007,N,N
5343,"Santo Antônio do Pirapetinga",15,NULL,3007,N,N
5344,"Porto Firme",05,NULL,3008,N,N
5345,"Presidente Bernardes",05,NULL,3009,N,N
5346,"Rio Espera",05,NULL,3010,N,N
5347,Piranguita,10,NULL,3010,N,N
5348,"Rio Melo",15,NULL,3010,N,N
5349,"São Miguel do Anta",05,NULL,3011,N,N
5350,"Senhora de Oliveira",05,NULL,3012,N,N
5351,Teixeiras,05,NULL,3013,N,N
5352,Viçosa,05,NULL,3014,N,N
5353,Silvestre,10,NULL,3014,N,N
5354,"Cachoeira de Santa Cruz",15,NULL,3014,N,N
5355,"São José do Triunfo",25,NULL,3014,N,N
5356,"Antônio Prado de Minas",05,NULL,3015,N,N
5357,"Barão de Monte Alto",05,NULL,3016,N,N
5358,"Cachoeira Alegre",10,NULL,3016,N,N
5359,"Silveira Carvalho",15,NULL,3016,N,N
5360,Caiana,05,NULL,3017,N,N
5361,Carangola,05,NULL,3018,N,N
5362,Alvorada,10,NULL,3018,N,N
5363,Lacerdinha,20,NULL,3018,N,N
5364,"Ponte Alta de Minas",25,NULL,3018,N,N
5365,Divino,05,NULL,3019,N,N
5366,"Bom Jesus do Divino",10,NULL,3019,N,N
5367,Viletes,25,NULL,3019,N,N
5368,"Espera Feliz",05,NULL,3020,N,N
5369,"São José da Pedra Menina",10,NULL,3020,N,N
5370,Eugenópolis,05,NULL,3021,N,N
5371,Gavião,10,NULL,3021,N,N
5372,Pinhotiba,15,NULL,3021,N,N
5373,Queirozes,20,NULL,3021,N,N
5374,"Faria Lemos",05,NULL,3022,N,N
5375,Fervedouro,05,NULL,3023,N,N
5376,"Bom Jesus do Madeira",10,NULL,3023,N,N
5377,"São Pedro do Glória",20,NULL,3023,N,N
5378,Miradouro,05,NULL,3024,N,N
5379,Miraí,05,NULL,3025,N,N
5380,"Dores da Vitória",10,NULL,3025,N,N
5381,Muriaé,05,NULL,3026,N,N
5382,Belisário,10,NULL,3026,N,N
5383,"Boa Família",15,NULL,3026,N,N
5384,"Bom Jesus da Cachoeira",20,NULL,3026,N,N
5385,Itamuri,25,NULL,3026,N,N
5386,Pirapanema,30,NULL,3026,N,N
5387,Vermelho,40,NULL,3026,N,N
5388,Orizânia,05,NULL,3027,N,N
5389,"Patrocínio do Muriaé",05,NULL,3028,N,N
5390,"Pedra Dourada",05,NULL,3029,N,N
5391,"Rosário da Limeira",05,NULL,3030,N,N
5392,"São Francisco do Glória",05,NULL,3031,N,N
5393,"São Sebastião da Vargem Alegre",05,NULL,3032,N,N
5394,Tombos,05,NULL,3033,N,N
5395,"Água Santa de Minas",07,NULL,3033,N,N
5396,Catuné,10,NULL,3033,N,N
5397,Vieiras,05,NULL,3034,N,N
5398,"Santo Antônio do Glória",10,NULL,3034,N,N
5399,"Astolfo Dutra",05,NULL,3035,N,N
5400,"Santana do Campestre",10,NULL,3035,N,N
5401,"Sobral Pinto",15,NULL,3035,N,N
5402,Divinésia,05,NULL,3036,N,N
5403,"Dores do Turvo",05,NULL,3037,N,N
5404,Guarani,05,NULL,3038,N,N
5405,Guidoval,05,NULL,3039,N,N
5406,Guiricema,05,NULL,3040,N,N
5407,Tuiutinga,10,NULL,3040,N,N
5408,"Vilas Boas",15,NULL,3040,N,N
5409,Mercês,05,NULL,3041,N,N
5410,Piraúba,05,NULL,3042,N,N
5411,"Rio Pomba",05,NULL,3043,N,N
5412,Rodeiro,05,NULL,3044,N,N
5413,"São Geraldo",05,NULL,3045,N,N
5414,"Monte Celeste",10,NULL,3045,N,N
5415,"Senador Firmino",05,NULL,3046,N,N
5416,Silveirânia,05,NULL,3047,N,N
5417,Tabuleiro,05,NULL,3048,N,N
5418,Tocantins,05,NULL,3049,N,N
5419,Ubá,05,NULL,3050,N,N
5420,"Diamante de Ubá",10,NULL,3050,N,N
5421,Miragaia,12,NULL,3050,N,N
5422,Ubari,15,NULL,3050,N,N
5423,"Visconde do Rio Branco",05,NULL,3051,N,N
5424,Aracitaba,05,NULL,3052,N,N
5425,"Belmiro Braga",05,NULL,3053,N,N
5426,"Porto das Flores",10,NULL,3053,N,N
5427,Sobragi,13,NULL,3053,N,N
5428,"Três Ilhas",15,NULL,3053,N,N
5429,"Bias Fortes",05,NULL,3054,N,N
5430,Bicas,05,NULL,3055,N,N
5431,Chácara,05,NULL,3056,N,N
5432,Chiador,05,NULL,3057,N,N
5433,"Penha Longa",10,NULL,3057,N,N
5434,"Coronel Pacheco",05,NULL,3058,N,N
5435,Descoberto,05,NULL,3059,N,N
5436,"Ewbank da Câmara",05,NULL,3060,N,N
5437,Goianá,05,NULL,3061,N,N
5438,Guarará,05,NULL,3062,N,N
5439,"Juiz de Fora",05,NULL,3063,N,N
5440,"Rosário de Minas",60,NULL,3063,N,N
5441,Sarandira,70,NULL,3063,N,N
5442,Torreões,80,NULL,3063,N,N
5443,"Lima Duarte",05,NULL,3064,N,N
5444,"Conceição da Ibitipoca",10,NULL,3064,N,N
5445,"São Domingos da Bocaina",15,NULL,3064,N,N
5446,"São José dos Lopes",20,NULL,3064,N,N
5447,"Mar de Espanha",05,NULL,3065,N,N
5448,"Engenho Novo",10,NULL,3065,N,N
5449,Saudade,15,NULL,3065,N,N
5450,"Maripá de Minas",05,NULL,3066,N,N
5451,"Matias Barbosa",05,NULL,3067,N,N
5452,Olaria,05,NULL,3068,N,N
5453,"Oliveira Fortes",05,NULL,3069,N,N
5454,Paiva,05,NULL,3070,N,N
5455,"Pedro Teixeira",05,NULL,3071,N,N
5456,Pequeri,05,NULL,3072,N,N
5457,Piau,05,NULL,3073,N,N
5458,"Rio Novo",05,NULL,3074,N,N
5459,"Rio Preto",05,NULL,3075,N,N
5460,"Rochedo de Minas",05,NULL,3076,N,N
5461,"Santa Bárbara do Monte Verde",05,NULL,3077,N,N
5462,"São Sebastião do Barreado",20,NULL,3077,N,N
5463,"Santana do Deserto",05,NULL,3078,N,N
5464,"Santa Rita de Jacutinga",05,NULL,3079,N,N
5465,Itaboca,10,NULL,3079,N,N
5466,"Santa Rita de Ibitipoca",05,NULL,3080,N,N
5467,"Bom Jesus do Vermelho",10,NULL,3080,N,N
5468,"Paraíso Garcia",15,NULL,3080,N,N
5469,"Santos Dumont",05,NULL,3081,N,N
5470,"Conceição do Formoso",10,NULL,3081,N,N
5471,"Dores do Paraibuna",15,NULL,3081,N,N
5472,Mantiqueira,17,NULL,3081,N,N
5473,"São João da Serra",20,NULL,3081,N,N
5474,"São João Nepomuceno",05,NULL,3082,N,N
5475,"Carlos Alves",10,NULL,3082,N,N
5476,Ituí,15,NULL,3082,N,N
5477,"Roça Grande",20,NULL,3082,N,N
5478,Taruaçu,25,NULL,3082,N,N
5479,"Senador Cortes",05,NULL,3083,N,N
5480,Pregos,20,NULL,3083,N,N
5481,"Simão Pereira",05,NULL,3084,N,N
5482,"Além Paraíba",05,NULL,3085,N,N
5483,Angustura,10,NULL,3085,N,N
5484,Argirita,05,NULL,3086,N,N
5485,Cataguases,05,NULL,3087,N,N
5486,"Aracati de Minas",07,NULL,3087,N,N
5487,Cataguarino,10,NULL,3087,N,N
5488,"Glória de Cataguases",12,NULL,3087,N,N
5489,Sereno,15,NULL,3087,N,N
5490,"Vista Alegre",20,NULL,3087,N,N
5491,"Dona Eusébia",05,NULL,3088,N,N
5492,"São Manoel do Guaiaçu",30,NULL,3088,N,N
5493,"Estrela Dalva",05,NULL,3089,N,N
5494,"Água Viva",10,NULL,3089,N,N
5495,"Itamarati de Minas",05,NULL,3090,N,N
5496,Laranjal,05,NULL,3091,N,N
5497,"São João da Sapucaia",10,NULL,3091,N,N
5498,Leopoldina,05,NULL,3092,N,N
5499,Abaíba,10,NULL,3092,N,N
5500,Piacatuba,15,NULL,3092,N,N
5501,Providência,20,NULL,3092,N,N
5502,"Ribeiro Junqueira",25,NULL,3092,N,N
5503,Tebas,30,NULL,3092,N,N
5504,Palma,05,NULL,3093,N,N
5505,Cisneiros,10,NULL,3093,N,N
5506,Itapiruçu,15,NULL,3093,N,N
5507,Pirapetinga,05,NULL,3094,N,N
5508,Caiapó,10,NULL,3094,N,N
5509,"Valão Quente",20,NULL,3094,N,N
5510,Recreio,05,NULL,3095,N,N
5511,Angaturama,10,NULL,3095,N,N
5512,"Conceição da Boa Vista",15,NULL,3095,N,N
5513,"Santana de Cataguases",05,NULL,3096,N,N
5514,"Santo Antônio do Aventureiro",05,NULL,3097,N,N
5515,"São Domingos",10,NULL,3097,N,N
5516,"Volta Grande",05,NULL,3098,N,N
5517,Trimonte,10,NULL,3098,N,N
5518,"Água Doce do Norte",05,NULL,3099,N,N
5519,"Governador Lacerda de Aguiar",10,NULL,3099,N,N
5520,"Santa Luzia do Azul",15,NULL,3099,N,N
5521,"Santo Agostinho",20,NULL,3099,N,N
5522,"Vila Nelita",30,NULL,3099,N,N
5523,"Barra de São Francisco",05,NULL,3100,N,N
5524,"Cachoeirinha de Itaúna",15,NULL,3100,N,N
5525,Itaperuna,25,NULL,3100,N,N
5526,"Monte Senir",27,NULL,3100,N,N
5527,"Monte Sinai",30,NULL,3100,N,N
5528,Paulista,35,NULL,3100,N,N
5529,Poranga,40,NULL,3100,N,N
5530,"Santo Antônio",50,NULL,3100,N,N
5531,"Vargem Alegre",56,NULL,3100,N,N
5532,Ecoporanga,05,NULL,3101,N,N
5533,Cotaxé,10,NULL,3101,N,N
5534,Imburana,15,NULL,3101,N,N
5535,Joaçuba,20,NULL,3101,N,N
5536,Muritiba,22,NULL,3101,N,N
5537,"Prata dos Baianos",23,NULL,3101,N,N
5538,"Santa Luzia do Norte",30,NULL,3101,N,N
5539,"Santa Terezinha",40,NULL,3101,N,N
5540,Mantenópolis,05,NULL,3102,N,N
5541,"Santa Luzia de Mantenópolis",10,NULL,3102,N,N
5542,"São Geraldo",15,NULL,3102,N,N
5543,"São José de Mantenópolis",25,NULL,3102,N,N
5544,"Águia Branca",05,NULL,3103,N,N
5545,"Águas Claras",10,NULL,3103,N,N
5546,"Boa Esperança",05,NULL,3104,N,N
5547,"Santo Antônio do Pousalegre",40,NULL,3104,N,N
5548,"São José do Sobradinho",45,NULL,3104,N,N
5549,"Nova Venécia",05,NULL,3105,N,N
5550,Guararema,15,NULL,3105,N,N
5551,"Santo Antônio do Quinze",30,NULL,3105,N,N
5552,"São Gabriel da Palha",05,NULL,3106,N,N
5553,Fartura,15,NULL,3106,N,N
5554,"Vila Pavão",05,NULL,3107,N,N
5555,"Vila Valério",05,NULL,3108,N,N
5556,Jurama,15,NULL,3108,N,N
5557,"São Jorge da Barra Seca",30,NULL,3108,N,N
5558,"Alto Rio Novo",05,NULL,3109,N,N
5559,"Monte Carmelo do Rio Novo",15,NULL,3109,N,N
5560,Palmerino,20,NULL,3109,N,N
5561,"Baixo Guandu",05,NULL,3110,N,N
5562,"Alto Mutum Preto",10,NULL,3110,N,N
5563,Ibituba,15,NULL,3110,N,N
5564,"Quilômetro 14 do Mutum",20,NULL,3110,N,N
5565,"Vila Nova de Bananal",25,NULL,3110,N,N
5566,Colatina,05,NULL,3111,N,N
5567,"Ângelo Frechiani",10,NULL,3111,N,N
5568,Baunilha,15,NULL,3111,N,N
5569,Boapaba,20,NULL,3111,N,N
5570,"Graça Aranha",30,NULL,3111,N,N
5571,Itapina,35,NULL,3111,N,N
5572,"Governador Lindenberg",05,NULL,3112,N,N
5573,"Moacir Ávidos",10,NULL,3112,N,N
5574,Morello,13,NULL,3112,N,N
5575,"Novo Brasil",15,NULL,3112,N,N
5576,Marilândia,05,NULL,3113,N,N
5577,Sapucaia,10,NULL,3113,N,N
5578,Pancas,05,NULL,3114,N,N
5579,Lajinha,15,NULL,3114,N,N
5580,"Vila Verde",25,NULL,3114,N,N
5581,"São Domingos do Norte",05,NULL,3115,N,N
5582,Montanha,05,NULL,3116,N,N
5583,Vinhático,10,NULL,3116,N,N
5584,Mucurici,05,NULL,3117,N,N
5585,Itabaiana,10,NULL,3117,N,N
5586,Pinheiros,05,NULL,3118,N,N
5587,"São João do Sobrado",10,NULL,3118,N,N
5588,"Ponto Belo",05,NULL,3119,N,N
5589,Itamira,15,NULL,3119,N,N
5590,"Conceição da Barra",05,NULL,3120,N,N
5591,"Braço do Rio",07,NULL,3120,N,N
5592,Itaúnas,10,NULL,3120,N,N
5593,Jaguaré,05,NULL,3121,N,N
5594,"Barra Seca",10,NULL,3121,N,N
5595,"Nossa Senhora de Fátima",20,NULL,3121,N,N
5596,"Pedro Canário",05,NULL,3122,N,N
5597,"Cristal do Norte",15,NULL,3122,N,N
5598,"São Mateus",05,NULL,3123,N,N
5599,"Barra Nova",10,NULL,3123,N,N
5600,Itauninhas,20,NULL,3123,N,N
5601,"Nestor Gomes",30,NULL,3123,N,N
5602,"Nova Verona",35,NULL,3123,N,N
5603,Aracruz,05,NULL,3124,N,N
5604,Guaraná,10,NULL,3124,N,N
5605,Jacupemba,12,NULL,3124,N,N
5606,Riacho,15,NULL,3124,N,N
5607,"Santa Cruz",20,NULL,3124,N,N
5608,Fundão,05,NULL,3125,N,N
5609,Irundi,10,NULL,3125,N,N
5610,"Praia Grande",13,NULL,3125,N,N
5611,Timbuí,15,NULL,3125,N,N
5612,Ibiraçu,05,NULL,3126,N,N
5613,Pendanga,20,NULL,3126,N,N
5614,"João Neiva",05,NULL,3127,N,N
5615,Acioli,10,NULL,3127,N,N
5616,Linhares,05,NULL,3128,N,N
5617,Bebedouro,07,NULL,3128,N,N
5618,Desengano,10,NULL,3128,N,N
5619,Farias,12,NULL,3128,N,N
5620,"Pontal do Ipiranga",13,NULL,3128,N,N
5621,Povoação,14,NULL,3128,N,N
5622,Regência,15,NULL,3128,N,N
5623,"Rio Quartel",23,NULL,3128,N,N
5624,"São Rafael",25,NULL,3128,N,N
5625,"Rio Bananal",05,NULL,3129,N,N
5626,"São Jorge de Tiradentes",45,NULL,3129,N,N
5627,Sooretama,05,NULL,3130,N,N
5628,"Afonso Cláudio",05,NULL,3131,N,N
5629,"Fazenda Guandu",13,NULL,3131,N,N
5630,Ibicaba,15,NULL,3131,N,N
5631,"Mata Fria",28,NULL,3131,N,N
5632,Piracema,30,NULL,3131,N,N
5633,Pontões,35,NULL,3131,N,N
5634,"São Francisco Xavier do Guandu",37,NULL,3131,N,N
5635,"São Luís de Boa Sorte",39,NULL,3131,N,N
5636,"Serra Pelada",40,NULL,3131,N,N
5637,Brejetuba,05,NULL,3132,N,N
5638,"Santa Rita de Brejetuba",18,NULL,3132,N,N
5639,"São Jorge de Oliveira",20,NULL,3132,N,N
5640,"Conceição do Castelo",05,NULL,3133,N,N
5641,"Domingos Martins",05,NULL,3134,N,N
5642,Aracê,10,NULL,3134,N,N
5643,Biriricas,13,NULL,3134,N,N
5644,Isabel,20,NULL,3134,N,N
5645,Melgaço,30,NULL,3134,N,N
5646,Paraju,35,NULL,3134,N,N
5647,"Laranja da Terra",05,NULL,3135,N,N
5648,Joatuba,15,NULL,3135,N,N
5649,"São Luiz de Miranda",20,NULL,3135,N,N
5650,Sobreiro,25,NULL,3135,N,N
5651,"Vila de Laranja da Terra",30,NULL,3135,N,N
5652,"Marechal Floriano",05,NULL,3136,N,N
5653,Araguaia,10,NULL,3136,N,N
5654,"Santa Maria de Marechal",25,NULL,3136,N,N
5655,"Venda Nova do Imigrante",05,NULL,3137,N,N
5656,"Alto Caxixe",10,NULL,3137,N,N
5657,"São João de Viçosa",20,NULL,3137,N,N
5658,Itaguaçu,05,NULL,3138,N,N
5659,Itaçu,10,NULL,3138,N,N
5660,Itaimbé,15,NULL,3138,N,N
5661,Palmeira,25,NULL,3138,N,N
5662,Itarana,05,NULL,3139,N,N
5663,"Santa Leopoldina",05,NULL,3140,N,N
5664,"Djalma Coutinho",10,NULL,3140,N,N
5665,Mangaraí,25,NULL,3140,N,N
5666,"Santa Maria de Jetibá",05,NULL,3141,N,N
5667,Garrafão,15,NULL,3141,N,N
5668,"Santa Teresa",05,NULL,3142,N,N
5669,"Alto Caldeirão",07,NULL,3142,N,N
5670,"Alto Santa Maria",10,NULL,3142,N,N
5671,"Santo Antônio do Canaã",17,NULL,3142,N,N
5672,"São João de Petrópolis",20,NULL,3142,N,N
5673,"Vinte e Cinco de Julho",25,NULL,3142,N,N
5674,"São Roque do Canaã",05,NULL,3143,N,N
5675,"Santa Júlia",20,NULL,3143,N,N
5676,"São Jacinto",25,NULL,3143,N,N
5677,Cariacica,05,NULL,3144,N,N
5678,Itaquari,10,NULL,3144,N,N
5679,Serra,05,NULL,3145,N,N
5680,Calogi,10,NULL,3145,N,N
5681,Carapina,15,NULL,3145,N,N
5682,"Nova Almeida",20,NULL,3145,N,N
5683,Queimado,25,NULL,3145,N,N
5684,Viana,05,NULL,3146,N,N
5685,Araçatiba,10,NULL,3146,N,N
5686,"Vila Velha",05,NULL,3147,N,N
5687,Argolas,10,NULL,3147,N,N
5688,Ibes,15,NULL,3147,N,N
5689,Jucu,20,NULL,3147,N,N
5690,"São Torquato",25,NULL,3147,N,N
5691,Vitória,05,NULL,3148,N,N
5692,Goiabeiras,10,NULL,3148,N,N
5693,"Alfredo Chaves",05,NULL,3149,N,N
5694,Crubixá,10,NULL,3149,N,N
5695,Ibitiruí,15,NULL,3149,N,N
5696,Matilde,20,NULL,3149,N,N
5697,"Ribeirão do Cristo",25,NULL,3149,N,N
5698,"Sagrada Família",30,NULL,3149,N,N
5699,Urânia,35,NULL,3149,N,N
5700,Anchieta,05,NULL,3150,N,N
5701,"Alto Pongal",10,NULL,3150,N,N
5702,Jabaquara,15,NULL,3150,N,N
5703,Guarapari,05,NULL,3151,N,N
5704,"Rio Calçado",10,NULL,3151,N,N
5705,"Todos os Santos",15,NULL,3151,N,N
5706,Iconha,05,NULL,3152,N,N
5707,"Duas Barras",10,NULL,3152,N,N
5708,Piúma,05,NULL,3153,N,N
5709,Aghá,10,NULL,3153,N,N
5710,"Rio Novo do Sul",05,NULL,3154,N,N
5711,Princesa,10,NULL,3154,N,N
5712,Alegre,05,NULL,3155,N,N
5713,Anutiba,10,NULL,3155,N,N
5714,Araraí,15,NULL,3155,N,N
5715,Café,20,NULL,3155,N,N
5716,Celina,25,NULL,3155,N,N
5717,Rive,35,NULL,3155,N,N
5718,"Santa Angélica",40,NULL,3155,N,N
5719,"São João do Norte",45,NULL,3155,N,N
5720,"Divino de São Lourenço",05,NULL,3156,N,N
