id,nome,codigo,sigla,municipio_id,padrao,principal
2132,Pureza,05,NULL,1222,N,N
2133,"São Miguel do Gostoso",05,NULL,1223,N,N
2134,Taipu,05,NULL,1224,N,N
2135,Gameleira,10,NULL,1224,N,N
2136,Touros,05,NULL,1225,N,N
2137,Ceará-Mirim,05,NULL,1226,N,N
2138,Macaíba,05,NULL,1227,N,N
2139,"Nísia Floresta",05,NULL,1228,N,N
2140,"São Gonçalo do Amarante",05,NULL,1229,N,N
2141,"São José de Mipibu",05,NULL,1230,N,N
2142,Parnamirim,05,NULL,1231,N,N
2143,Extremoz,05,NULL,1232,N,N
2144,Natal,05,NULL,1233,N,N
2145,Arês,05,NULL,1234,N,N
2146,"Baía Formosa",05,NULL,1235,N,N
2147,Canguaretama,05,NULL,1236,N,N
2148,"Espírito Santo",05,NULL,1237,N,N
2149,Goianinha,05,NULL,1238,N,N
2150,Montanhas,05,NULL,1239,N,N
2151,"Pedro Velho",05,NULL,1240,N,N
2152,"Senador Georgino Avelino",05,NULL,1241,N,N
2153,"Tibau do Sul",05,NULL,1242,N,N
2154,"Vila Flor",05,NULL,1243,N,N
2155,"Belém do Brejo do Cruz",05,NULL,1244,N,N
2156,"Bom Sucesso",05,NULL,1245,N,N
2157,"Brejo do Cruz",05,NULL,1246,N,N
2158,"Brejo dos Santos",05,NULL,1247,N,N
2159,"Catolé do Rocha",05,NULL,1248,N,N
2160,"Coronel Maia",10,NULL,1248,N,N
2161,Picos,25,NULL,1248,N,N
2162,Jericó,05,NULL,1249,N,N
2163,Lagoa,05,NULL,1250,N,N
2164,"Mato Grosso",05,NULL,1251,N,N
2165,"Riacho dos Cavalos",05,NULL,1252,N,N
2166,"São Bento",05,NULL,1253,N,N
2167,"São José do Brejo do Cruz",05,NULL,1254,N,N
2168,"São João do Rio do Peixe",05,NULL,1255,N,N
2169,Umari,15,NULL,1255,N,N
2170,"Bernardino Batista",05,NULL,1256,N,N
2171,"Bom Jesus",05,NULL,1257,N,N
2172,"Bonito de Santa Fé",05,NULL,1258,N,N
2173,Viana,30,NULL,1258,N,N
2174,"Cachoeira dos Índios",05,NULL,1259,N,N
2175,Balanços,10,NULL,1259,N,N
2176,Fátima,15,NULL,1259,N,N
2177,"São José de Marimbas",20,NULL,1259,N,N
2178,Cajazeiras,05,NULL,1260,N,N
2179,"Engenheiro Ávidos",10,NULL,1260,N,N
2180,Carrapateira,05,NULL,1261,N,N
2181,"Monte Horebe",05,NULL,1262,N,N
2182,"Poço Dantas",05,NULL,1263,N,N
2183,"Poço de José de Moura",05,NULL,1264,N,N
2184,"Santa Helena",05,NULL,1265,N,N
2185,"Joca Claudino",05,NULL,1266,N,N
2186,"São José de Piranhas",05,NULL,1267,N,N
2187,"Bom Jesus",10,NULL,1267,N,N
2188,Triunfo,05,NULL,1268,N,N
2189,Uiraúna,05,NULL,1269,N,N
2190,Aparecida,05,NULL,1270,N,N
2191,Cajazeirinhas,05,NULL,1271,N,N
2192,Condado,05,NULL,1272,N,N
2193,"Vista Serrana",05,NULL,1273,N,N
2194,Lastro,05,NULL,1274,N,N
2195,Malta,05,NULL,1275,N,N
2196,Marizópolis,05,NULL,1276,N,N
2197,Nazarezinho,05,NULL,1277,N,N
2198,Paulista,05,NULL,1278,N,N
2199,Ipueiras,07,NULL,1278,N,N
2200,Mimoso,10,NULL,1278,N,N
2201,Pombal,05,NULL,1279,N,N
2202,"Várzea Comprida",15,NULL,1279,N,N
2203,"Santa Cruz",05,NULL,1280,N,N
2204,"São Bentinho",05,NULL,1281,N,N
2205,"São Domingos",05,NULL,1282,N,N
2206,"São Francisco",05,NULL,1283,N,N
2207,"São José da Lagoa Tapada",05,NULL,1284,N,N
2208,Sousa,05,NULL,1285,N,N
2209,Vieirópolis,05,NULL,1286,N,N
2210,"Areia de Baraúnas",05,NULL,1287,N,N
2211,"Cacimba de Areia",05,NULL,1288,N,N
2212,"Mãe d'Água",05,NULL,1289,N,N
2213,Passagem,05,NULL,1290,N,N
2214,Patos,05,NULL,1291,N,N
2215,"Santa Gertrudes",10,NULL,1291,N,N
2216,Quixabá,05,NULL,1292,N,N
2217,"Santa Teresinha",05,NULL,1293,N,N
2218,"São José de Espinharas",05,NULL,1294,N,N
2219,"São José do Bonfim",05,NULL,1295,N,N
2220,Aguiar,05,NULL,1296,N,N
2221,Igaracy,05,NULL,1297,N,N
2222,Catingueira,05,NULL,1298,N,N
2223,Itajubatiba,10,NULL,1298,N,N
2224,Coremas,05,NULL,1299,N,N
2225,Emas,05,NULL,1300,N,N
2226,"Nova Olinda",05,NULL,1301,N,N
2227,"Olho d'Água",05,NULL,1302,N,N
2228,Socorro,30,NULL,1302,N,N
2229,Piancó,05,NULL,1303,N,N
2230,"Santana dos Garrotes",05,NULL,1304,N,N
2231,"Pitombeira de Dentro",20,NULL,1304,N,N
2232,"Boa Ventura",05,NULL,1305,N,N
2233,Conceição,05,NULL,1306,N,N
2234,Cardoso,10,NULL,1306,N,N
2235,Montevidéo,15,NULL,1306,N,N
2236,"Curral Velho",05,NULL,1307,N,N
2237,Diamante,05,NULL,1308,N,N
2238,Vazante,10,NULL,1308,N,N
2239,Ibiara,05,NULL,1309,N,N
2240,Cachoeirinha,10,NULL,1309,N,N
2241,Itaporanga,05,NULL,1310,N,N
2242,"Pedra Branca",05,NULL,1311,N,N
2243,"Santa Inês",05,NULL,1312,N,N
2244,"Santana de Mangueira",05,NULL,1313,N,N
2245,"São José de Caiana",05,NULL,1314,N,N
2246,"Serra Grande",05,NULL,1315,N,N
2247,"Água Branca",05,NULL,1316,N,N
2248,Cacimbas,05,NULL,1317,N,N
2249,Desterro,05,NULL,1318,N,N
2250,Imaculada,05,NULL,1319,N,N
2251,Palmeira,15,NULL,1319,N,N
2252,Juru,05,NULL,1320,N,N
2253,Manaíra,05,NULL,1321,N,N
2254,"Pelo Sinal",10,NULL,1321,N,N
2255,Maturéia,05,NULL,1322,N,N
2256,"Princesa Isabel",05,NULL,1323,N,N
2257,"São José de Princesa",05,NULL,1324,N,N
2258,Tavares,05,NULL,1325,N,N
2259,Teixeira,05,NULL,1326,N,N
2260,"Junco do Seridó",05,NULL,1327,N,N
2261,Salgadinho,05,NULL,1328,N,N
2262,"São José da Batalha",30,NULL,1328,N,N
2263,"Santa Luzia",05,NULL,1329,N,N
2264,"São José do Sabugi",05,NULL,1330,N,N
2265,"São Mamede",05,NULL,1331,N,N
2266,Várzea,05,NULL,1332,N,N
2267,Baraúna,05,NULL,1333,N,N
2268,Cubati,05,NULL,1334,N,N
2269,"Frei Martinho",05,NULL,1335,N,N
2270,Juazeirinho,05,NULL,1336,N,N
2271,"Nova Palmeira",05,NULL,1337,N,N
2272,"Pedra Lavrada",05,NULL,1338,N,N
2273,Picuí,05,NULL,1339,N,N
2274,Seridó,05,NULL,1340,N,N
2275,"São Vicente do Seridó",10,NULL,1340,N,N
2276,Tenório,05,NULL,1341,N,N
2277,Amparo,05,NULL,1342,N,N
2278,Assunção,05,NULL,1343,N,N
2279,Camalaú,05,NULL,1344,N,N
2280,Pindurão,10,NULL,1344,N,N
2281,Congo,05,NULL,1345,N,N
2282,Coxixola,05,NULL,1346,N,N
2283,Livramento,05,NULL,1347,N,N
2284,Monteiro,05,NULL,1348,N,N
2285,"Ouro Velho",05,NULL,1349,N,N
2286,Parari,05,NULL,1350,N,N
2287,Prata,05,NULL,1351,N,N
2288,"São João do Tigre",05,NULL,1352,N,N
2289,"Santa Maria",10,NULL,1352,N,N
2290,"São José dos Cordeiros",05,NULL,1353,N,N
2291,"São Sebastião do Umbuzeiro",05,NULL,1354,N,N
2292,"Serra Branca",05,NULL,1355,N,N
2293,"Santa Luzia do Cariri",15,NULL,1355,N,N
2294,Sucuru,20,NULL,1355,N,N
2295,Sumé,05,NULL,1356,N,N
2296,"Pio X",15,NULL,1356,N,N
2297,Taperoá,05,NULL,1357,N,N
2298,Zabelê,05,NULL,1358,N,N
2299,Alcantil,05,NULL,1359,N,N
2300,"Barra de Santana",05,NULL,1360,N,N
2301,"Barra de São Miguel",05,NULL,1361,N,N
2302,Boqueirão,05,NULL,1362,N,N
2303,Marinho,30,NULL,1362,N,N
2304,Cabaceiras,05,NULL,1363,N,N
2305,Caraúbas,05,NULL,1364,N,N
2306,Caturité,05,NULL,1365,N,N
2307,Gurjão,05,NULL,1366,N,N
2308,"Riacho de Santo Antônio",05,NULL,1367,N,N
2309,"Santo André",05,NULL,1368,N,N
2310,"São Domingos do Cariri",05,NULL,1369,N,N
2311,"São João do Cariri",05,NULL,1370,N,N
2312,"Algodão de Jandaíra",05,NULL,1371,N,N
2313,Arara,05,NULL,1372,N,N
2314,"Barra de Santa Rosa",05,NULL,1373,N,N
2315,Cuité,05,NULL,1374,N,N
2316,Melo,10,NULL,1374,N,N
2317,Damião,05,NULL,1375,N,N
2318,"Nova Floresta",05,NULL,1376,N,N
2319,Olivedos,05,NULL,1377,N,N
2320,Pocinhos,05,NULL,1378,N,N
2321,Nazaré,10,NULL,1378,N,N
2322,Remígio,05,NULL,1379,N,N
2323,Soledade,05,NULL,1380,N,N
2324,"Bom Sucesso",10,NULL,1380,N,N
2325,Sossêgo,05,NULL,1381,N,N
2326,Araruna,05,NULL,1382,N,N
2327,"Cacimba de Dentro",05,NULL,1383,N,N
2328,Casserengue,05,NULL,1384,N,N
2329,"Dona Inês",05,NULL,1385,N,N
2330,Riachão,05,NULL,1386,N,N
2331,Solânea,05,NULL,1387,N,N
2332,Tacima,05,NULL,1388,N,N
2333,Areial,05,NULL,1389,N,N
2334,Esperança,05,NULL,1390,N,N
2335,Montadas,05,NULL,1391,N,N
2336,"São Sebastião de Lagoa de Roça",05,NULL,1392,N,N
2337,"Alagoa Grande",05,NULL,1393,N,N
2338,"Alagoa Nova",05,NULL,1394,N,N
2339,Areia,05,NULL,1395,N,N
2340,Cepilho,10,NULL,1395,N,N
2341,"Mata Limpa",15,NULL,1395,N,N
2342,Muquém,20,NULL,1395,N,N
2343,Bananeiras,05,NULL,1396,N,N
2344,Maia,10,NULL,1396,N,N
2345,Taboleiro,20,NULL,1396,N,N
2346,Borborema,05,NULL,1397,N,N
2347,Matinhas,05,NULL,1398,N,N
2348,Pilões,05,NULL,1399,N,N
2349,Serraria,05,NULL,1400,N,N
2350,Alagoinha,05,NULL,1401,N,N
2351,Araçagi,05,NULL,1402,N,N
2352,Belém,05,NULL,1403,N,N
2353,"Rua Nova",10,NULL,1403,N,N
2354,Caiçara,05,NULL,1404,N,N
2355,Cuitegi,05,NULL,1405,N,N
2356,"Duas Estradas",05,NULL,1406,N,N
2357,Guarabira,05,NULL,1407,N,N
2358,Cachoeira,10,NULL,1407,N,N
2359,"Lagoa de Dentro",05,NULL,1408,N,N
2360,Logradouro,05,NULL,1409,N,N
2361,Mulungu,05,NULL,1410,N,N
2362,Pilõezinhos,05,NULL,1411,N,N
2363,Pirpirituba,05,NULL,1412,N,N
2364,"Serra da Raiz",05,NULL,1413,N,N
2365,Sertãozinho,05,NULL,1414,N,N
2366,"Boa Vista",05,NULL,1415,N,N
2367,"Campina Grande",05,NULL,1416,N,N
2368,Catolé,15,NULL,1416,N,N
2369,Galante,20,NULL,1416,N,N
2370,"São José da Mata",25,NULL,1416,N,N
2371,Fagundes,05,NULL,1417,N,N
2372,"Lagoa Seca",05,NULL,1418,N,N
2373,Massaranduba,05,NULL,1419,N,N
2374,Puxinanã,05,NULL,1420,N,N
2375,Queimadas,05,NULL,1421,N,N
2376,"Serra Redonda",05,NULL,1422,N,N
2377,"Caldas Brandão",05,NULL,1423,N,N
2378,Gurinhém,05,NULL,1424,N,N
2379,Ingá,05,NULL,1425,N,N
2380,Pontina,07,NULL,1425,N,N
2381,Itabaiana,05,NULL,1426,N,N
2382,"Campo Grande",10,NULL,1426,N,N
2383,Guarita,15,NULL,1426,N,N
2384,Itatuba,05,NULL,1427,N,N
2385,"Juarez Távora",05,NULL,1428,N,N
2386,Mogeiro,05,NULL,1429,N,N
2387,Gameleira,20,NULL,1429,N,N
2388,"Riachão do Bacamarte",05,NULL,1430,N,N
2389,"Salgado de São Félix",05,NULL,1431,N,N
2390,"Dois Riachos",07,NULL,1431,N,N
2391,"Feira Nova",08,NULL,1431,N,N
2392,Aroeiras,05,NULL,1432,N,N
2393,"Pedro Velho",20,NULL,1432,N,N
2394,"Gado Bravo",05,NULL,1433,N,N
2395,Natuba,05,NULL,1434,N,N
2396,Pirauá,10,NULL,1434,N,N
2397,"Santa Cecília",05,NULL,1435,N,N
2398,Umbuzeiro,05,NULL,1436,N,N
2399,"Mata Virgem",10,NULL,1436,N,N
2400,"Baía da Traição",05,NULL,1437,N,N
2401,Capim,05,NULL,1438,N,N
2402,"Olho D'Água do Serrão",15,NULL,1438,N,N
2403,"Cuité de Mamanguape",05,NULL,1439,N,N
2404,"Curral de Cima",05,NULL,1440,N,N
2405,Itapororoca,05,NULL,1441,N,N
2406,Jacaraú,05,NULL,1442,N,N
2407,Timbó,10,NULL,1442,N,N
2408,Mamanguape,05,NULL,1443,N,N
2409,"Pitanga da Estrada",25,NULL,1443,N,N
2410,Marcação,05,NULL,1444,N,N
2411,Camurupim,10,NULL,1444,N,N
2412,Mataraca,05,NULL,1445,N,N
2413,"Barra de Camaratuba",10,NULL,1445,N,N
2414,"Pedro Régis",05,NULL,1446,N,N
2415,"Rio Tinto",05,NULL,1447,N,N
2416,"Barra do Mamanguape",07,NULL,1447,N,N
2417,Salema,20,NULL,1447,N,N
2418,"Cruz do Espírito Santo",05,NULL,1448,N,N
2419,Juripiranga,05,NULL,1449,N,N
2420,Mari,05,NULL,1450,N,N
2421,Pilar,05,NULL,1451,N,N
2422,"Riachão do Poço",05,NULL,1452,N,N
2423,"São José dos Ramos",05,NULL,1453,N,N
2424,"São Miguel de Taipu",05,NULL,1454,N,N
2425,Sapé,05,NULL,1455,N,N
2426,Renascença,20,NULL,1455,N,N
2427,Sobrado,05,NULL,1456,N,N
2428,Bayeux,05,NULL,1457,N,N
2429,Cabedelo,05,NULL,1458,N,N
2430,Renascer,25,NULL,1458,N,N
2431,Conde,05,NULL,1459,N,N
2432,Jacumã,16,NULL,1459,N,N
2433,"João Pessoa",05,NULL,1460,N,N
2434,Lucena,05,NULL,1461,N,N
2435,"Praia de Fagundes",15,NULL,1461,N,N
2436,"Santa Rita",05,NULL,1462,N,N
2437,"Nossa Senhora do Livramento",10,NULL,1462,N,N
2438,Alhandra,05,NULL,1463,N,N
2439,Caaporã,05,NULL,1464,N,N
2440,Cupissura,15,NULL,1464,N,N
2441,"Pedras de Fogo",05,NULL,1465,N,N
2442,Pitimbu,05,NULL,1466,N,N
2443,Araripina,05,NULL,1467,N,N
2444,Gergelim,08,NULL,1467,N,N
2445,"Lagoa do Barro",10,NULL,1467,N,N
2446,Morais,15,NULL,1467,N,N
2447,Nascente,20,NULL,1467,N,N
2448,"Bom Jardim do Araripe",25,NULL,1467,N,N
2449,Serrânia,30,NULL,1467,N,N
2450,Bodocó,05,NULL,1468,N,N
2451,Claranã,10,NULL,1468,N,N
2452,Feitoria,15,NULL,1468,N,N
2453,Exu,05,NULL,1469,N,N
2454,Tabocas,10,NULL,1469,N,N
2455,Timorante,15,NULL,1469,N,N
2456,Viração,20,NULL,1469,N,N
2457,"Zé Gomes",25,NULL,1469,N,N
2458,Granito,05,NULL,1470,N,N
2459,Ipubi,05,NULL,1471,N,N
2460,"Serra Branca",10,NULL,1471,N,N
2461,Serrolândia,15,NULL,1471,N,N
2462,Ouricuri,05,NULL,1472,N,N
2463,"Barra de São Pedro",10,NULL,1472,N,N
2464,"Santa Cruz",05,NULL,1473,N,N
2465,"Santa Filomena",05,NULL,1474,N,N
2466,Moreilândia,05,NULL,1475,N,N
2467,Caririmirim,10,NULL,1475,N,N
2468,Trindade,05,NULL,1476,N,N
2469,Cedro,05,NULL,1477,N,N
2470,Mirandiba,05,NULL,1478,N,N
2471,Tupanaci,10,NULL,1478,N,N
2472,Parnamirim,05,NULL,1479,N,N
2473,Icaiçara,10,NULL,1479,N,N
2474,Veneza,15,NULL,1479,N,N
2475,Salgueiro,05,NULL,1480,N,N
2476,"Conceição das Crioulas",10,NULL,1480,N,N
2477,Umãs,15,NULL,1480,N,N
2478,Vasques,20,NULL,1480,N,N
2479,"Pau Ferro",25,NULL,1480,N,N
2480,"São José do Belmonte",05,NULL,1481,N,N
2481,"Bom Nome",10,NULL,1481,N,N
2482,Serrita,05,NULL,1482,N,N
2483,Ipuera,10,NULL,1482,N,N
2484,Ori,15,NULL,1482,N,N
2485,Verdejante,05,NULL,1483,N,N
2486,"Afogados da Ingazeira",05,NULL,1484,N,N
2487,Brejinho,05,NULL,1485,N,N
2488,Calumbi,05,NULL,1486,N,N
2489,Carnaíba,05,NULL,1487,N,N
2490,Ibitiranga,10,NULL,1487,N,N
2491,Flores,05,NULL,1488,N,N
2492,Fátima,08,NULL,1488,N,N
2493,"Sítio dos Nunes",10,NULL,1488,N,N
2494,Iguaraci,05,NULL,1489,N,N
2495,Irajaí,10,NULL,1489,N,N
2496,Jabitacá,15,NULL,1489,N,N
2497,Ingazeira,05,NULL,1490,N,N
2498,Itapetim,05,NULL,1491,N,N
2499,"São Vicente",10,NULL,1491,N,N
2500,Quixaba,05,NULL,1492,N,N
2501,"Santa Cruz da Baixa Verde",05,NULL,1493,N,N
2502,"Santa Terezinha",05,NULL,1494,N,N
2503,"São José do Egito",05,NULL,1495,N,N
2504,Bonfim,10,NULL,1495,N,N
2505,"Riacho do Meio",15,NULL,1495,N,N
2506,"Serra Talhada",05,NULL,1496,N,N
2507,"Bernardo Vieira",10,NULL,1496,N,N
2508,"Caiçarinha da Penha",15,NULL,1496,N,N
2509,Logradouro,18,NULL,1496,N,N
2510,Luanda,20,NULL,1496,N,N
2511,Pajeú,25,NULL,1496,N,N
2512,"Santa Rita",28,NULL,1496,N,N
2513,Tauapiranga,30,NULL,1496,N,N
2514,Varzinha,35,NULL,1496,N,N
2515,Solidão,05,NULL,1497,N,N
2516,Tabira,05,NULL,1498,N,N
2517,Triunfo,05,NULL,1499,N,N
2518,Canaã,10,NULL,1499,N,N
2519,Iraguaçu,15,NULL,1499,N,N
2520,Tuparetama,05,NULL,1500,N,N
2521,"Santa Rita",10,NULL,1500,N,N
2522,Arcoverde,05,NULL,1501,N,N
2523,Betânia,05,NULL,1502,N,N
2524,"São Caetano do Navio",10,NULL,1502,N,N
2525,Custódia,05,NULL,1503,N,N
2526,Maravilha,10,NULL,1503,N,N
2527,Quitimbu,15,NULL,1503,N,N
2528,Ibimirim,05,NULL,1504,N,N
2529,Moxotó,10,NULL,1504,N,N
2530,Inajá,05,NULL,1505,N,N
2531,Manari,05,NULL,1506,N,N
2532,Sertânia,05,NULL,1507,N,N
2533,"Albuquerque Né",10,NULL,1507,N,N
2534,Algodões,15,NULL,1507,N,N
2535,"Henrique Dias",20,NULL,1507,N,N
2536,"Rio da Barra",25,NULL,1507,N,N
2537,Afrânio,05,NULL,1508,N,N
2538,Arizona,10,NULL,1508,N,N
2539,"Cachoeira do Roberto",15,NULL,1508,N,N
2540,"Poção de Afrânio",20,NULL,1508,N,N
2541,Cabrobó,05,NULL,1509,N,N
2542,Dormentes,05,NULL,1510,N,N
2543,"Caatinga Grande",10,NULL,1510,N,N
2544,"Lagoa de Fora",15,NULL,1510,N,N
2545,Lagoas,18,NULL,1510,N,N
2546,"Monte Orebe",20,NULL,1510,N,N
2547,"Lagoa Grande",05,NULL,1511,N,N
2548,Jutaí,15,NULL,1511,N,N
2549,Orocó,05,NULL,1512,N,N
2550,Petrolina,05,NULL,1513,N,N
2551,Cristália,10,NULL,1513,N,N
2552,"Curral Queimado",15,NULL,1513,N,N
2553,Rajada,30,NULL,1513,N,N
2554,"Santa Maria da Boa Vista",05,NULL,1514,N,N
2555,Caraíbas,08,NULL,1514,N,N
2556,Urimamã,25,NULL,1514,N,N
2557,"Terra Nova",05,NULL,1515,N,N
2558,"Belém do São Francisco",05,NULL,1516,N,N
2559,Ibó,10,NULL,1516,N,N
2560,"Riacho Pequeno",15,NULL,1516,N,N
2561,"Carnaubeira da Penha",05,NULL,1517,N,N
2562,Floresta,05,NULL,1518,N,N
2563,Airi,10,NULL,1518,N,N
2564,"Nazaré do Pico",20,NULL,1518,N,N
2565,Itacuruba,05,NULL,1519,N,N
2566,Jatobá,05,NULL,1520,N,N
2567,"Volta do Moxotó",20,NULL,1520,N,N
2568,Petrolândia,05,NULL,1521,N,N
2569,Tacaratu,05,NULL,1522,N,N
2570,Caraibeiras,10,NULL,1522,N,N
2571,"Águas Belas",05,NULL,1523,N,N
2572,"Curral Novo",10,NULL,1523,N,N
2573,Buíque,05,NULL,1524,N,N
2574,Carneiro,10,NULL,1524,N,N
2575,Catimbau,15,NULL,1524,N,N
2576,Guanumbi,20,NULL,1524,N,N
2577,Itaíba,05,NULL,1525,N,N
2578,Negras,15,NULL,1525,N,N
2579,Pedra,05,NULL,1526,N,N
2580,"Horizonte Alegre",07,NULL,1526,N,N
2581,"Poço do Boi",09,NULL,1526,N,N
2582,"São Pedro do Cordeiro",10,NULL,1526,N,N
2583,"Santo Antônio",15,NULL,1526,N,N
2584,Tupanatinga,05,NULL,1527,N,N
2585,Venturosa,05,NULL,1528,N,N
2586,Grotão,10,NULL,1528,N,N
2587,Alagoinha,05,NULL,1529,N,N
2588,"Perpétuo Socorro",10,NULL,1529,N,N
2589,"Belo Jardim",05,NULL,1530,N,N
2590,"Água Fria",10,NULL,1530,N,N
2591,"Serra do Vento",15,NULL,1530,N,N
2592,Xucuru,20,NULL,1530,N,N
2593,Bezerros,05,NULL,1531,N,N
2594,"Boas Novas",10,NULL,1531,N,N
2595,Sapucarana,15,NULL,1531,N,N
2596,"Brejo da Madre de Deus",05,NULL,1532,N,N
2597,"Barra do Farias",07,NULL,1532,N,N
2598,"Fazenda Nova",10,NULL,1532,N,N
2599,Mandaçaia,20,NULL,1532,N,N
2600,"São Domingos",30,NULL,1532,N,N
2601,Cachoeirinha,05,NULL,1533,N,N
2602,Cabanas,10,NULL,1533,N,N
2603,Capoeiras,05,NULL,1534,N,N
2604,Caruaru,05,NULL,1535,N,N
2605,Carapotós,10,NULL,1535,N,N
2606,"Gonçalves Ferreira",15,NULL,1535,N,N
2607,"Lajedo do Cedro",20,NULL,1535,N,N
2608,Gravatá,05,NULL,1536,N,N
2609,Mandacaru,10,NULL,1536,N,N
2610,Uruçu-Mirim,15,NULL,1536,N,N
2611,Jataúba,05,NULL,1537,N,N
2612,Jacu,07,NULL,1537,N,N
2613,Jundiá,08,NULL,1537,N,N
2614,"Passagem do Tó",10,NULL,1537,N,N
2615,"Riacho do Meio",20,NULL,1537,N,N
2616,Pesqueira,05,NULL,1538,N,N
2617,Cimbres,10,NULL,1538,N,N
2618,Mimoso,15,NULL,1538,N,N
2619,Mutuca,20,NULL,1538,N,N
2620,Papagaio,25,NULL,1538,N,N
2621,Salobro,30,NULL,1538,N,N
2622,Poção,05,NULL,1539,N,N
2623,"Pão de Açúcar de Poção",10,NULL,1539,N,N
2624,"Riacho das Almas",05,NULL,1540,N,N
2625,"Couro d'Antas",10,NULL,1540,N,N
2626,Pinhões,12,NULL,1540,N,N
2627,Trapiá,15,NULL,1540,N,N
2628,Vitorino,20,NULL,1540,N,N
2629,Sanharó,05,NULL,1541,N,N
2630,Jenipapo,10,NULL,1541,N,N
2631,Mulungu,15,NULL,1541,N,N
2632,"São Bento do Una",05,NULL,1542,N,N
2633,"Espírito Santo",10,NULL,1542,N,N
2634,"São Caitano",05,NULL,1543,N,N
2635,Maniçoba,10,NULL,1543,N,N
2636,Tapiraim,15,NULL,1543,N,N
2637,Tacaimbó,05,NULL,1544,N,N
2638,"Riacho Fechado",10,NULL,1544,N,N
2639,Casinhas,05,NULL,1545,N,N
2640,"Frei Miguelinho",05,NULL,1546,N,N
2641,"Lagoa de João Carlos",10,NULL,1546,N,N
2642,"Santa Cruz do Capibaribe",05,NULL,1547,N,N
2643,Pará,10,NULL,1547,N,N
2644,"Poço Fundo",15,NULL,1547,N,N
2645,"Santa Maria do Cambucá",05,NULL,1548,N,N
2646,Surubim,05,NULL,1549,N,N
2647,Chéus,12,NULL,1549,N,N
2648,"Taquaritinga do Norte",05,NULL,1550,N,N
2649,"Gravatá do Ibiapina",10,NULL,1550,N,N
2650,"Pão de Açucar",15,NULL,1550,N,N
2651,Toritama,05,NULL,1551,N,N
2652,"Vertente do Lério",05,NULL,1552,N,N
2653,Vertentes,05,NULL,1553,N,N
2654,"Bom Jardim",05,NULL,1554,N,N
2655,Bizarra,10,NULL,1554,N,N
2656,Encruzilhada,13,NULL,1554,N,N
2657,Tamboatá,15,NULL,1554,N,N
2658,Umari,20,NULL,1554,N,N
2659,Cumaru,05,NULL,1555,N,N
2660,Ameixas,10,NULL,1555,N,N
2661,"Feira Nova",05,NULL,1556,N,N
2662,"João Alfredo",05,NULL,1557,N,N
2663,Limoeiro,05,NULL,1558,N,N
2664,Urucuba,10,NULL,1558,N,N
2665,Machados,05,NULL,1559,N,N
2666,Orobó,05,NULL,1560,N,N
2667,"Chã do Rocha",10,NULL,1560,N,N
2668,Umburetama,15,NULL,1560,N,N
2669,Passira,05,NULL,1561,N,N
2670,Bengalas,10,NULL,1561,N,N
2671,Salgadinho,05,NULL,1562,N,N
2672,"São Vicente Ferrer",05,NULL,1563,N,N
2673,Siriji,10,NULL,1563,N,N
2674,Angelim,05,NULL,1564,N,N
2675,"Bom Conselho",05,NULL,1565,N,N
2676,"Barra do Brejo",10,NULL,1565,N,N
2677,Caldeirões,15,NULL,1565,N,N
2678,"Lagoa de São José",20,NULL,1565,N,N
2679,"Rainha Isabel",25,NULL,1565,N,N
2680,Brejão,05,NULL,1566,N,N
2681,Caetés,05,NULL,1567,N,N
2682,Calçado,05,NULL,1568,N,N
2683,Canhotinho,05,NULL,1569,N,N
2684,"Olho d'Água de Dentro",10,NULL,1569,N,N
2685,Paquevira,15,NULL,1569,N,N
2686,Correntes,05,NULL,1570,N,N
2687,"Poço Comprido",10,NULL,1570,N,N
2688,Garanhuns,05,NULL,1571,N,N
2689,Iratama,10,NULL,1571,N,N
2690,"São Pedro",15,NULL,1571,N,N
2691,Miracica,20,NULL,1571,N,N
2692,Iati,05,NULL,1572,N,N
2693,Jucati,05,NULL,1573,N,N
2694,Jupi,05,NULL,1574,N,N
2695,Jurema,05,NULL,1575,N,N
2696,"Santo Antônio das Queimadas",10,NULL,1575,N,N
2697,"Lagoa do Ouro",05,NULL,1576,N,N
2698,Igapó,10,NULL,1576,N,N
2699,Lajedo,05,NULL,1577,N,N
2700,Palmeirina,05,NULL,1578,N,N
2701,Paranatama,05,NULL,1579,N,N
2702,Saloá,05,NULL,1580,N,N
2703,Iatecá,10,NULL,1580,N,N
2704,"São João",05,NULL,1581,N,N
2705,Terezinha,05,NULL,1582,N,N
2706,Agrestina,05,NULL,1583,N,N
2707,"Barra do Chata",10,NULL,1583,N,N
2708,"Barra do Jardim",15,NULL,1583,N,N
2709,Altinho,05,NULL,1584,N,N
2710,Ituguaçu,10,NULL,1584,N,N
2711,"Barra de Guabiraba",05,NULL,1585,N,N
2712,Bonito,05,NULL,1586,N,N
2713,Bentevi,10,NULL,1586,N,N
2714,"Alto Bonito",15,NULL,1586,N,N
2715,"Camocim de São Félix",05,NULL,1587,N,N
2716,Cupira,05,NULL,1588,N,N
2717,"Laje de São José",10,NULL,1588,N,N
2718,Ibirajuba,05,NULL,1589,N,N
2719,"Lagoa dos Gatos",05,NULL,1590,N,N
2720,Entroncamento,10,NULL,1590,N,N
2721,Igarapeassu,15,NULL,1590,N,N
2722,"Lagoa do Souza",20,NULL,1590,N,N
2723,Panelas,05,NULL,1591,N,N
