id,nome,codigo,sigla,estado_id,padrao,capital
1,Brasília,00108,BSB,1,S,S
2,"Nova União",01435,NULL,3,N,N
3,Teixeirópolis,01559,NULL,3,N,N
4,Theobroma,01609,NULL,3,N,N
5,Urupá,01708,NULL,3,N,N
6,"Vale do Paraíso",01807,NULL,3,N,N
7,"Nova Brasilândia D'Oeste",00148,NULL,3,N,N
8,"São Miguel do Guaporé",00320,NULL,3,N,N
9,"Alvorada D'Oeste",00346,NULL,3,N,N
10,Seringueiras,01500,NULL,3,N,N
11,"Alta Floresta D'Oeste",00015,NULL,3,N,N
12,Cacoal,00049,NULL,3,N,N
13,"Espigão D'Oeste",00098,NULL,3,N,N
14,"Rolim de Moura",00288,NULL,3,N,N
15,"Santa Luzia D'Oeste",00296,NULL,3,N,N
16,"Alto Alegre dos Parecis",00379,NULL,3,N,N
17,"Novo Horizonte do Oeste",00502,NULL,3,N,N
18,Castanheiras,00908,NULL,3,N,N
19,"Ministro Andreazza",01203,NULL,3,N,N
20,"Pimenta Bueno",00189,NULL,3,N,N
21,Vilhena,00304,NULL,3,N,N
22,Chupinguaia,00924,NULL,3,N,N
23,Parecis,01450,NULL,3,N,N
24,"Primavera de Rondônia",01476,NULL,3,N,N
25,"São Felipe D'Oeste",01484,NULL,3,N,N
26,Cabixi,00031,NULL,3,N,N
27,Cerejeiras,00056,NULL,3,N,N
28,"Colorado do Oeste",00064,NULL,3,N,N
29,Corumbiara,00072,NULL,3,N,N
30,"Pimenteiras do Oeste",01468,NULL,3,N,N
31,"Cruzeiro do Sul",00203,NULL,4,N,N
32,"Mâncio Lima",00336,NULL,4,N,N
33,"Marechal Thaumaturgo",00351,NULL,4,N,N
34,"Porto Walter",00393,NULL,4,N,N
35,"Rodrigues Alves",00427,NULL,4,N,N
36,Feijó,00302,NULL,4,N,N
37,Jordão,00328,NULL,4,N,N
38,Tarauacá,00609,NULL,4,N,N
39,"Manoel Urbano",00344,NULL,4,N,N
40,"Santa Rosa do Purus",00435,NULL,4,N,N
41,"Sena Madureira",00500,NULL,4,N,N
42,Acrelândia,00013,NULL,4,N,N
43,Bujari,00138,NULL,4,N,N
44,Capixaba,00179,NULL,4,N,N
45,"Plácido de Castro",00385,NULL,4,N,N
46,"Rio Branco",00401,NULL,4,N,N
47,"Senador Guiomard",00450,NULL,4,N,N
48,"Porto Acre",00807,NULL,4,N,N
49,"Assis Brasil",00054,NULL,4,N,N
50,Brasiléia,00104,NULL,4,N,N
51,Epitaciolândia,00252,NULL,4,N,N
52,Xapuri,00708,NULL,4,N,N
53,Barcelos,00409,NULL,5,N,N
54,"Novo Airão",03205,NULL,5,N,N
55,"Santa Isabel do Rio Negro",03601,NULL,5,N,N
56,"São Gabriel da Cachoeira",03809,NULL,5,N,N
57,Japurá,02108,NULL,5,N,N
58,Maraã,02801,NULL,5,N,N
59,Amaturá,00060,NULL,5,N,N
60,"Atalaia do Norte",00201,NULL,5,N,N
61,"Benjamin Constant",00607,NULL,5,N,N
62,"Fonte Boa",01605,NULL,5,N,N
63,Jutaí,02306,NULL,5,N,N
64,"Santo Antônio do Içá",03700,NULL,5,N,N
65,"São Paulo de Olivença",03908,NULL,5,N,N
66,Tabatinga,04062,NULL,5,N,N
67,Tonantins,04237,NULL,5,N,N
68,Carauari,01001,NULL,5,N,N
69,Eirunepé,01407,NULL,5,N,N
70,Envira,01506,NULL,5,N,N
71,Guajará,01654,NULL,5,N,N
72,Ipixuna,01803,NULL,5,N,N
73,Itamarati,01951,NULL,5,N,N
74,Juruá,02207,NULL,5,N,N
75,Alvarães,00029,NULL,5,N,N
76,Tefé,04203,NULL,5,N,N
77,Uarini,04260,NULL,5,N,N
78,Anamã,00086,NULL,5,N,N
79,Anori,00102,NULL,5,N,N
80,Beruri,00631,NULL,5,N,N
81,Caapiranga,00839,NULL,5,N,N
82,Coari,01209,NULL,5,N,N
83,Codajás,01308,NULL,5,N,N
84,Autazes,00300,NULL,5,N,N
85,Careiro,01100,NULL,5,N,N
86,"Careiro da Várzea",01159,NULL,5,N,N
87,Iranduba,01852,NULL,5,N,N
88,Manacapuru,02504,NULL,5,N,N
89,Manaquiri,02553,NULL,5,N,N
90,Manaus,02603,NULL,5,N,N
91,"Presidente Figueiredo",03536,NULL,5,N,N
92,"Rio Preto da Eva",03569,NULL,5,N,N
93,Itacoatiara,01902,NULL,5,N,N
94,Itapiranga,02009,NULL,5,N,N
95,"Nova Olinda do Norte",03106,NULL,5,N,N
96,Silves,04005,NULL,5,N,N
97,Urucurituba,04401,NULL,5,N,N
98,Barreirinha,00508,NULL,5,N,N
99,"Boa Vista do Ramos",00680,NULL,5,N,N
100,Maués,02900,NULL,5,N,N
101,Nhamundá,03007,NULL,5,N,N
102,Parintins,03403,NULL,5,N,N
103,"São Sebastião do Uatumã",03957,NULL,5,N,N
104,Urucará,04302,NULL,5,N,N
105,"Boca do Acre",00706,NULL,5,N,N
106,Pauini,03502,NULL,5,N,N
107,Canutama,00904,NULL,5,N,N
108,Lábrea,02405,NULL,5,N,N
109,Tapauá,04104,NULL,5,N,N
110,Apuí,00144,NULL,5,N,N
111,Borba,00805,NULL,5,N,N
112,Humaitá,01704,NULL,5,N,N
113,Manicoré,02702,NULL,5,N,N
114,"Novo Aripuanã",03304,NULL,5,N,N
115,Amajari,00027,NULL,6,N,N
116,"Alto Alegre",00050,NULL,6,N,N
117,"Boa Vista",00100,NULL,6,N,N
118,Pacaraima,00456,NULL,6,N,N
119,Bonfim,00159,NULL,6,N,N
120,Cantá,00175,NULL,6,N,N
121,Normandia,00407,NULL,6,N,N
122,Uiramutã,00704,NULL,6,N,N
123,Caracaraí,00209,NULL,6,N,N
124,Iracema,00282,NULL,6,N,N
125,Mucajaí,00308,NULL,6,N,N
126,Caroebe,00233,NULL,6,N,N
127,Rorainópolis,00472,NULL,6,N,N
128,"São João da Baliza",00506,NULL,6,N,N
129,"São Luiz",00605,NULL,6,N,N
130,Faro,03002,NULL,7,N,N
131,Juruti,03903,NULL,7,N,N
132,Óbidos,05106,NULL,7,N,N
133,Oriximiná,05304,NULL,7,N,N
134,"Terra Santa",07979,NULL,7,N,N
135,Alenquer,00404,NULL,7,N,N
136,Belterra,01451,NULL,7,N,N
137,Curuá,02855,NULL,7,N,N
138,"Mojuí dos Campos",04752,NULL,7,N,N
139,"Monte Alegre",04802,NULL,7,N,N
140,Placas,05650,NULL,7,N,N
141,Prainha,06005,NULL,7,N,N
142,Santarém,06807,NULL,7,N,N
143,Almeirim,00503,NULL,7,N,N
144,"Porto de Moz",05908,NULL,7,N,N
145,Bagre,01105,NULL,7,N,N
146,Gurupá,03101,NULL,7,N,N
147,Melgaço,04505,NULL,7,N,N
148,Portel,05809,NULL,7,N,N
149,Afuá,00305,NULL,7,N,N
150,Anajás,00701,NULL,7,N,N
151,Breves,01808,NULL,7,N,N
152,"Porto Velho",00205,NULL,3,N,N
153,"Nova Mamoré",00338,NULL,3,N,N
154,Buritis,00452,NULL,3,N,N
155,"Campo Novo de Rondônia",00700,NULL,3,N,N
156,"Candeias do Jamari",00809,NULL,3,N,N
157,Cujubim,00940,NULL,3,N,N
158,"Itapuã do Oeste",01104,NULL,3,N,N
159,"Costa Marques",00080,NULL,3,N,N
160,Guajará-Mirim,00106,NULL,3,N,N
161,"São Francisco do Guaporé",01492,NULL,3,N,N
162,Ariquemes,00023,NULL,3,N,N
163,"Machadinho D'Oeste",00130,NULL,3,N,N
164,"Rio Crespo",00262,NULL,3,N,N
165,"Alto Paraíso",00403,NULL,3,N,N
166,Cacaulândia,00601,NULL,3,N,N
167,"Monte Negro",01401,NULL,3,N,N
168,"Vale do Anari",01757,NULL,3,N,N
169,Jaru,00114,NULL,3,N,N
170,Ji-Paraná,00122,NULL,3,N,N
171,"Ouro Preto do Oeste",00155,NULL,3,N,N
172,"Presidente Médici",00254,NULL,3,N,N
173,"Governador Jorge Teixeira",01005,NULL,3,N,N
174,"Mirante da Serra",01302,NULL,3,N,N
175,Curralinho,02806,NULL,7,N,N
176,"São Sebastião da Boa Vista",07706,NULL,7,N,N
177,"Cachoeira do Arari",02004,NULL,7,N,N
178,Chaves,02509,NULL,7,N,N
179,Muaná,04901,NULL,7,N,N
180,"Ponta de Pedras",05700,NULL,7,N,N
181,Salvaterra,06302,NULL,7,N,N
182,"Santa Cruz do Arari",06401,NULL,7,N,N
183,Soure,07904,NULL,7,N,N
184,Ananindeua,00800,NULL,7,N,N
185,Barcarena,01303,NULL,7,N,N
186,Belém,01402,NULL,7,N,N
187,Benevides,01501,NULL,7,N,N
188,Marituba,04422,NULL,7,N,N
189,"Santa Bárbara do Pará",06351,NULL,7,N,N
190,Bujaru,01907,NULL,7,N,N
191,Castanhal,02400,NULL,7,N,N
192,Inhangapi,03408,NULL,7,N,N
193,"Santa Isabel do Pará",06500,NULL,7,N,N
194,"Santo Antônio do Tauá",07003,NULL,7,N,N
195,Colares,02608,NULL,7,N,N
196,Curuçá,02905,NULL,7,N,N
197,"Magalhães Barata",04109,NULL,7,N,N
198,Maracanã,04307,NULL,7,N,N
199,Marapanim,04406,NULL,7,N,N
200,Salinópolis,06203,NULL,7,N,N
201,"São Caetano de Odivelas",07102,NULL,7,N,N
202,"São João da Ponta",07466,NULL,7,N,N
203,"São João de Pirabas",07474,NULL,7,N,N
204,"Terra Alta",07961,NULL,7,N,N
205,Vigia,08209,NULL,7,N,N
206,"Augusto Corrêa",00909,NULL,7,N,N
207,Bonito,01600,NULL,7,N,N
208,Bragança,01709,NULL,7,N,N
209,Capanema,02202,NULL,7,N,N
210,Igarapé-Açu,03200,NULL,7,N,N
211,"Nova Timboteua",05007,NULL,7,N,N
212,Peixe-Boi,05601,NULL,7,N,N
213,Primavera,06104,NULL,7,N,N
214,Quatipuru,06112,NULL,7,N,N
215,"Santa Maria do Pará",06609,NULL,7,N,N
216,"Santarém Novo",06906,NULL,7,N,N
217,"São Francisco do Pará",07409,NULL,7,N,N
218,Tracuateua,08035,NULL,7,N,N
219,Abaetetuba,00107,NULL,7,N,N
220,Baião,01204,NULL,7,N,N
221,Cametá,02103,NULL,7,N,N
222,Igarapé-Miri,03309,NULL,7,N,N
223,"Limoeiro do Ajuru",04000,NULL,7,N,N
224,Mocajuba,04604,NULL,7,N,N
225,"Oeiras do Pará",05205,NULL,7,N,N
226,Acará,00206,NULL,7,N,N
227,"Concórdia do Pará",02756,NULL,7,N,N
228,Moju,04703,NULL,7,N,N
229,Tailândia,07953,NULL,7,N,N
230,Tomé-Açu,08001,NULL,7,N,N
231,"Aurora do Pará",00958,NULL,7,N,N
232,"Cachoeira do Piriá",01956,NULL,7,N,N
233,"Capitão Poço",02301,NULL,7,N,N
234,"Garrafão do Norte",03077,NULL,7,N,N
235,"Ipixuna do Pará",03457,NULL,7,N,N
236,Irituia,03507,NULL,7,N,N
237,"Mãe do Rio",04059,NULL,7,N,N
238,"Nova Esperança do Piriá",04950,NULL,7,N,N
239,Ourém,05403,NULL,7,N,N
240,"Santa Luzia do Pará",06559,NULL,7,N,N
241,"São Domingos do Capim",07201,NULL,7,N,N
242,"São Miguel do Guamá",07607,NULL,7,N,N
243,Viseu,08308,NULL,7,N,N
244,Aveiro,01006,NULL,7,N,N
245,Itaituba,03606,NULL,7,N,N
246,Jacareacanga,03754,NULL,7,N,N
247,"Novo Progresso",05031,NULL,7,N,N
248,Rurópolis,06195,NULL,7,N,N
249,Trairão,08050,NULL,7,N,N
250,Altamira,00602,NULL,7,N,N
251,Anapu,00859,NULL,7,N,N
252,"Brasil Novo",01725,NULL,7,N,N
253,Medicilândia,04455,NULL,7,N,N
254,Pacajá,05486,NULL,7,N,N
255,"Senador José Porfírio",07805,NULL,7,N,N
256,Uruará,08159,NULL,7,N,N
257,"Vitória do Xingu",08357,NULL,7,N,N
258,"Breu Branco",01782,NULL,7,N,N
259,Itupiranga,03705,NULL,7,N,N
260,Jacundá,03804,NULL,7,N,N
261,"Nova Ipixuna",04976,NULL,7,N,N
262,"Novo Repartimento",05064,NULL,7,N,N
263,Tucuruí,08100,NULL,7,N,N
264,"Abel Figueiredo",00131,NULL,7,N,N
265,"Bom Jesus do Tocantins",01576,NULL,7,N,N
266,"Dom Eliseu",02939,NULL,7,N,N
267,"Goianésia do Pará",03093,NULL,7,N,N
268,Paragominas,05502,NULL,7,N,N
269,"Rondon do Pará",06187,NULL,7,N,N
270,Ulianópolis,08126,NULL,7,N,N
271,Bannach,01253,NULL,7,N,N
272,"Cumaru do Norte",02764,NULL,7,N,N
273,"Ourilândia do Norte",05437,NULL,7,N,N
274,"São Félix do Xingu",07300,NULL,7,N,N
275,Tucumã,08084,NULL,7,N,N
276,"Água Azul do Norte",00347,NULL,7,N,N
277,"Canaã dos Carajás",02152,NULL,7,N,N
278,Curionópolis,02772,NULL,7,N,N
279,"Eldorado dos Carajás",02954,NULL,7,N,N
280,Parauapebas,05536,NULL,7,N,N
281,"Brejo Grande do Araguaia",01758,NULL,7,N,N
282,Marabá,04208,NULL,7,N,N
283,"Palestina do Pará",05494,NULL,7,N,N
284,"São Domingos do Araguaia",07151,NULL,7,N,N
285,"São João do Araguaia",07508,NULL,7,N,N
286,"Pau D'Arco",05551,NULL,7,N,N
287,Piçarra,05635,NULL,7,N,N
288,Redenção,06138,NULL,7,N,N
289,"Rio Maria",06161,NULL,7,N,N
290,"São Geraldo do Araguaia",07458,NULL,7,N,N
291,Sapucaia,07755,NULL,7,N,N
292,Xinguara,08407,NULL,7,N,N
293,"Conceição do Araguaia",02707,NULL,7,N,N
294,"Floresta do Araguaia",03044,NULL,7,N,N
295,"Santa Maria das Barreiras",06583,NULL,7,N,N
296,"Santana do Araguaia",06708,NULL,7,N,N
297,Calçoene,00204,NULL,8,N,N
298,Oiapoque,00501,NULL,8,N,N
299,Amapá,00105,NULL,8,N,N
300,Pracuúba,00550,NULL,8,N,N
301,Tartarugalzinho,00709,NULL,8,N,N
302,"Serra do Navio",00055,NULL,8,N,N
303,"Pedra Branca do Amapari",00154,NULL,8,N,N
304,Cutias,00212,NULL,8,N,N
305,"Ferreira Gomes",00238,NULL,8,N,N
306,Itaubal,00253,NULL,8,N,N
307,Macapá,00303,NULL,8,N,N
308,"Porto Grande",00535,NULL,8,N,N
309,Santana,00600,NULL,8,N,N
310,"Laranjal do Jari",00279,NULL,8,N,N
311,Mazagão,00402,NULL,8,N,N
312,"Vitória do Jari",00808,NULL,8,N,N
313,Aguiarnópolis,00301,NULL,9,N,N
314,Ananás,01002,NULL,9,N,N
315,Angico,01051,NULL,9,N,N
316,Araguatins,02208,NULL,9,N,N
317,Augustinópolis,02554,NULL,9,N,N
318,"Axixá do Tocantins",02901,NULL,9,N,N
319,"Buriti do Tocantins",03800,NULL,9,N,N
320,Cachoeirinha,03826,NULL,9,N,N
321,"Carrasco Bonito",03891,NULL,9,N,N
322,Darcinópolis,06506,NULL,9,N,N
323,Esperantina,07405,NULL,9,N,N
324,Itaguatins,10706,NULL,9,N,N
325,Luzinópolis,12454,NULL,9,N,N
326,"Maurilândia do Tocantins",12801,NULL,9,N,N
327,"Palmeiras do Tocantins",13809,NULL,9,N,N
328,Nazaré,14302,NULL,9,N,N
329,"Praia Norte",18303,NULL,9,N,N
330,Riachinho,18550,NULL,9,N,N
331,Sampaio,18808,NULL,9,N,N
332,"Santa Terezinha do Tocantins",20002,NULL,9,N,N
333,"São Bento do Tocantins",20101,NULL,9,N,N
334,"São Miguel do Tocantins",20200,NULL,9,N,N
335,"São Sebastião do Tocantins",20309,NULL,9,N,N
336,"Sítio Novo do Tocantins",20804,NULL,9,N,N
337,Tocantinópolis,21208,NULL,9,N,N
338,Aragominas,01309,NULL,9,N,N
339,Araguaína,02109,NULL,9,N,N
340,Araguanã,02158,NULL,9,N,N
341,Arapoema,02307,NULL,9,N,N
342,Babaçulândia,03008,NULL,9,N,N
343,"Bandeirantes do Tocantins",03057,NULL,9,N,N
344,Carmolândia,03883,NULL,9,N,N
345,"Colinas do Tocantins",05508,NULL,9,N,N
346,Filadélfia,07702,NULL,9,N,N
347,Muricilândia,13957,NULL,9,N,N
348,"Nova Olinda",14880,NULL,9,N,N
349,Palmeirante,15705,NULL,9,N,N
350,"Pau D'Arco",16307,NULL,9,N,N
351,Piraquê,17206,NULL,9,N,N
352,"Santa Fé do Araguaia",18865,NULL,9,N,N
353,Wanderlândia,22081,NULL,9,N,N
354,Xambioá,22107,NULL,9,N,N
355,Abreulândia,00251,NULL,9,N,N
356,Araguacema,01903,NULL,9,N,N
357,Barrolândia,03107,NULL,9,N,N
358,"Bernardo Sayão",03206,NULL,9,N,N
359,"Brasilândia do Tocantins",03602,NULL,9,N,N
360,Caseara,03909,NULL,9,N,N
361,"Couto Magalhães",06001,NULL,9,N,N
362,"Divinópolis do Tocantins",07108,NULL,9,N,N
363,"Dois Irmãos do Tocantins",07207,NULL,9,N,N
364,"Fortaleza do Tabocão",08254,NULL,9,N,N
365,Goianorte,08304,NULL,9,N,N
366,Guaraí,09302,NULL,9,N,N
367,"Itaporã do Tocantins",11100,NULL,9,N,N
368,Juarina,11803,NULL,9,N,N
369,"Marianópolis do Tocantins",12504,NULL,9,N,N
370,"Miracema do Tocantins",13205,NULL,9,N,N
371,Miranorte,13304,NULL,9,N,N
372,"Monte Santo do Tocantins",13700,NULL,9,N,N
373,Pequizeiro,16653,NULL,9,N,N
374,Colméia,16703,NULL,9,N,N
375,"Presidente Kennedy",18402,NULL,9,N,N
376,"Rio dos Bois",18709,NULL,9,N,N
377,Tupirama,21257,NULL,9,N,N
378,Tupiratins,21307,NULL,9,N,N
379,Araguaçu,02000,NULL,9,N,N
380,"Chapada de Areia",04600,NULL,9,N,N
381,Cristalândia,06100,NULL,9,N,N
382,Dueré,07306,NULL,9,N,N
383,Fátima,07553,NULL,9,N,N
384,"Formoso do Araguaia",08205,NULL,9,N,N
385,"Lagoa da Confusão",11902,NULL,9,N,N
386,"Nova Rosalândia",15002,NULL,9,N,N
387,"Oliveira de Fátima",15507,NULL,9,N,N
388,"Paraíso do Tocantins",16109,NULL,9,N,N
389,Pium,17503,NULL,9,N,N
390,Pugmil,18451,NULL,9,N,N
391,Sandolândia,18840,NULL,9,N,N
392,"Aliança do Tocantins",00350,NULL,9,N,N
393,Alvorada,00707,NULL,9,N,N
394,"Brejinho de Nazaré",03701,NULL,9,N,N
395,"Cariri do Tocantins",03867,NULL,9,N,N
396,"Crixás do Tocantins",06258,NULL,9,N,N
397,Figueirópolis,07652,NULL,9,N,N
398,Gurupi,09500,NULL,9,N,N
399,"Jaú do Tocantins",11506,NULL,9,N,N
400,Palmeirópolis,15754,NULL,9,N,N
401,Peixe,16604,NULL,9,N,N
402,"Santa Rita do Tocantins",18899,NULL,9,N,N
403,"São Salvador do Tocantins",20259,NULL,9,N,N
404,Sucupira,20853,NULL,9,N,N
405,Talismã,20978,NULL,9,N,N
406,"Aparecida do Rio Negro",01101,NULL,9,N,N
407,"Bom Jesus do Tocantins",03305,NULL,9,N,N
408,Ipueiras,09807,NULL,9,N,N
409,Lajeado,12009,NULL,9,N,N
410,"Monte do Carmo",13601,NULL,9,N,N
411,"Pedro Afonso",16505,NULL,9,N,N
412,"Porto Nacional",18204,NULL,9,N,N
413,"Santa Maria do Tocantins",18881,NULL,9,N,N
414,Silvanópolis,20655,NULL,9,N,N
415,Palmas,21000,NULL,9,N,N
416,Tocantínia,21109,NULL,9,N,N
417,"Barra do Ouro",03073,NULL,9,N,N
418,"Campos Lindos",03842,NULL,9,N,N
419,Centenário,04105,NULL,9,N,N
420,Goiatins,09005,NULL,9,N,N
421,Itacajá,10508,NULL,9,N,N
422,Itapiratins,10904,NULL,9,N,N
423,"Lagoa do Tocantins",11951,NULL,9,N,N
424,Lizarda,12405,NULL,9,N,N
425,Mateiros,12702,NULL,9,N,N
426,"Novo Acordo",15101,NULL,9,N,N
427,"Ponte Alta do Tocantins",17909,NULL,9,N,N
428,Recursolândia,18501,NULL,9,N,N
429,"Rio Sono",18758,NULL,9,N,N
430,"Santa Tereza do Tocantins",19004,NULL,9,N,N
431,"São Félix do Tocantins",20150,NULL,9,N,N
432,Almas,00400,NULL,9,N,N
433,Arraias,02406,NULL,9,N,N
434,"Aurora do Tocantins",02703,NULL,9,N,N
435,"Chapada da Natividade",05102,NULL,9,N,N
436,Combinado,05557,NULL,9,N,N
437,"Conceição do Tocantins",05607,NULL,9,N,N
438,Dianópolis,07009,NULL,9,N,N
439,Lavandeira,12157,NULL,9,N,N
440,Natividade,14203,NULL,9,N,N
441,"Novo Alegre",15150,NULL,9,N,N
442,"Novo Jardim",15259,NULL,9,N,N
443,Paranã,16208,NULL,9,N,N
444,"Pindorama do Tocantins",17008,NULL,9,N,N
445,"Ponte Alta do Bom Jesus",17800,NULL,9,N,N
446,"Porto Alegre do Tocantins",18006,NULL,9,N,N
447,"Rio da Conceição",18659,NULL,9,N,N
448,"Santa Rosa do Tocantins",18907,NULL,9,N,N
449,"São Valério",20499,NULL,9,N,N
450,Taguatinga,20903,NULL,9,N,N
451,"Taipas do Tocantins",20937,NULL,9,N,N
452,Alcântara,00204,NULL,10,N,N
453,Apicum-Açu,00832,NULL,10,N,N
454,Bacuri,01301,NULL,10,N,N
455,Bacurituba,01350,NULL,10,N,N
456,Bequimão,01905,NULL,10,N,N
457,Cajapió,02408,NULL,10,N,N
458,Cedral,03109,NULL,10,N,N
459,"Central do Maranhão",03125,NULL,10,N,N
460,Cururupu,03703,NULL,10,N,N
461,Guimarães,04909,NULL,10,N,N
462,Mirinzal,06805,NULL,10,N,N
463,"Porto Rico do Maranhão",09056,NULL,10,N,N
464,"Serrano do Maranhão",11789,NULL,10,N,N
465,"Paço do Lumiar",07506,NULL,10,N,N
466,Raposa,09452,NULL,10,N,N
467,"São José de Ribamar",11201,NULL,10,N,N
468,"São Luís",11300,NULL,10,N,N
469,Axixá,01103,NULL,10,N,N
470,Bacabeira,01251,NULL,10,N,N
471,"Cachoeira Grande",02374,NULL,10,N,N
472,Icatu,05104,NULL,10,N,N
473,Morros,07100,NULL,10,N,N
474,"Presidente Juscelino",09205,NULL,10,N,N
475,Rosário,09601,NULL,10,N,N
476,"Santa Rita",10203,NULL,10,N,N
477,Barreirinhas,01707,NULL,10,N,N
478,"Humberto de Campos",05005,NULL,10,N,N
479,"Paulino Neves",08058,NULL,10,N,N
480,"Primeira Cruz",09403,NULL,10,N,N
481,"Santo Amaro do Maranhão",10278,NULL,10,N,N
482,Tutóia,12506,NULL,10,N,N
483,Anajatuba,00709,NULL,10,N,N
484,Arari,01004,NULL,10,N,N
485,"Bela Vista do Maranhão",01772,NULL,10,N,N
486,Cajari,02507,NULL,10,N,N
487,"Conceição do Lago-Açu",03554,NULL,10,N,N
488,"Igarapé do Meio",05153,NULL,10,N,N
489,Matinha,06508,NULL,10,N,N
490,Monção,06904,NULL,10,N,N
491,"Olinda Nova do Maranhão",07456,NULL,10,N,N
492,Palmeirândia,07605,NULL,10,N,N
493,"Pedro do Rosário",08256,NULL,10,N,N
494,Penalva,08306,NULL,10,N,N
495,"Peri Mirim",08405,NULL,10,N,N
496,Pinheiro,08603,NULL,10,N,N
497,"Presidente Sarney",09270,NULL,10,N,N
498,"Santa Helena",09809,NULL,10,N,N
499,"São Bento",10500,NULL,10,N,N
500,"São João Batista",11003,NULL,10,N,N
501,"São Vicente Ferrer",11706,NULL,10,N,N
502,Viana,12803,NULL,10,N,N
503,"Vitória do Mearim",12902,NULL,10,N,N
504,Cantanhede,02705,NULL,10,N,N
505,"Itapecuru Mirim",05401,NULL,10,N,N
506,"Matões do Norte",06631,NULL,10,N,N
507,"Miranda do Norte",06755,NULL,10,N,N
508,"Nina Rodrigues",07209,NULL,10,N,N
509,Pirapemas,08801,NULL,10,N,N
510,"Presidente Vargas",09304,NULL,10,N,N
511,"Vargem Grande",12704,NULL,10,N,N
512,"Amapá do Maranhão",00550,NULL,10,N,N
513,"Boa Vista do Gurupi",01970,NULL,10,N,N
514,"Cândido Mendes",02606,NULL,10,N,N
515,Carutapera,02903,NULL,10,N,N
516,"Centro do Guilherme",03158,NULL,10,N,N
517,"Centro Novo do Maranhão",03174,NULL,10,N,N
518,"Godofredo Viana",04305,NULL,10,N,N
519,"Governador Nunes Freire",04677,NULL,10,N,N
520,"Junco do Maranhão",05658,NULL,10,N,N
521,"Luís Domingues",06201,NULL,10,N,N
522,Maracaçumé,06326,NULL,10,N,N
523,Maranhãozinho,06375,NULL,10,N,N
524,Turiaçu,12407,NULL,10,N,N
525,Turilândia,12456,NULL,10,N,N
526,"Altamira do Maranhão",00402,NULL,10,N,N
527,"Alto Alegre do Pindaré",00477,NULL,10,N,N
528,Araguanã,00873,NULL,10,N,N
529,"Bom Jardim",02002,NULL,10,N,N
530,"Bom Jesus das Selvas",02036,NULL,10,N,N
531,"Brejo de Areia",02150,NULL,10,N,N
532,Buriticupu,02325,NULL,10,N,N
533,"Governador Newton Bello",04651,NULL,10,N,N
534,"Lago da Pedra",05708,NULL,10,N,N
535,"Lagoa Grande do Maranhão",05963,NULL,10,N,N
536,"Marajá do Sena",06359,NULL,10,N,N
537,"Nova Olinda do Maranhão",07357,NULL,10,N,N
538,"Paulo Ramos",08108,NULL,10,N,N
539,Pindaré-Mirim,08504,NULL,10,N,N
540,"Presidente Médici",09239,NULL,10,N,N
541,"Santa Inês",09908,NULL,10,N,N
542,"Santa Luzia",10005,NULL,10,N,N
543,"Santa Luzia do Paruá",10039,NULL,10,N,N
544,"São João do Carú",11029,NULL,10,N,N
545,Tufilândia,12274,NULL,10,N,N
546,"Vitorino Freire",13009,NULL,10,N,N
547,"Zé Doca",14007,NULL,10,N,N
548,Açailândia,00055,NULL,10,N,N
549,"Amarante do Maranhão",00600,NULL,10,N,N
550,Buritirana,02358,NULL,10,N,N
551,Cidelândia,03257,NULL,10,N,N
552,Davinópolis,03752,NULL,10,N,N
553,"Governador Edison Lobão",04552,NULL,10,N,N
554,Imperatriz,05302,NULL,10,N,N
555,"Itinga do Maranhão",05427,NULL,10,N,N
556,"João Lisboa",05500,NULL,10,N,N
557,"Lajeado Novo",05989,NULL,10,N,N
558,"Montes Altos",07001,NULL,10,N,N
559,"Ribamar Fiquene",09551,NULL,10,N,N
560,"São Francisco do Brejão",10856,NULL,10,N,N
561,"São Pedro da Água Branca",11532,NULL,10,N,N
562,"Senador La Rocque",11763,NULL,10,N,N
563,"Vila Nova dos Martírios",12852,NULL,10,N,N
564,Bacabal,01202,NULL,10,N,N
565,"Bernardo do Mearim",01939,NULL,10,N,N
566,"Bom Lugar",02077,NULL,10,N,N
567,Esperantinópolis,04008,NULL,10,N,N
568,"Igarapé Grande",05203,NULL,10,N,N
569,"Lago do Junco",05807,NULL,10,N,N
570,"Lago Verde",05906,NULL,10,N,N
571,"Lago dos Rodrigues",05948,NULL,10,N,N
572,"Lima Campos",06003,NULL,10,N,N
573,"Olho d'Água das Cunhãs",07407,NULL,10,N,N
574,Pedreiras,08207,NULL,10,N,N
575,"Pio XII",08702,NULL,10,N,N
576,"Poção de Pedras",08900,NULL,10,N,N
577,"Santo Antônio dos Lopes",10302,NULL,10,N,N
578,"São Luís Gonzaga do Maranhão",11409,NULL,10,N,N
579,"São Mateus do Maranhão",11508,NULL,10,N,N
580,"São Raimundo do Doca Bezerra",11631,NULL,10,N,N
581,"São Roberto",11672,NULL,10,N,N
582,Satubinha,11722,NULL,10,N,N
583,"Trizidela do Vale",12233,NULL,10,N,N
584,Arame,00956,NULL,10,N,N
585,"Barra do Corda",01608,NULL,10,N,N
586,"Fernando Falcão",04081,NULL,10,N,N
587,"Formosa da Serra Negra",04099,NULL,10,N,N
588,Grajaú,04800,NULL,10,N,N
589,"Itaipava do Grajaú",05351,NULL,10,N,N
