id,nome,codigo,sigla,estado_id,padrao,capital
1232,Extremoz,03608,NULL,13,N,N
1233,Natal,08102,NULL,13,N,N
1234,Arês,01206,NULL,13,N,N
1235,"Baía Formosa",01404,NULL,13,N,N
1236,Canguaretama,02204,NULL,13,N,N
1237,"Espírito Santo",03509,NULL,13,N,N
1238,Goianinha,04200,NULL,13,N,N
1239,Montanhas,07708,NULL,13,N,N
1240,"Pedro Velho",09803,NULL,13,N,N
1241,"Senador Georgino Avelino",13201,NULL,13,N,N
1242,"Tibau do Sul",14209,NULL,13,N,N
1243,"Vila Flor",15008,NULL,13,N,N
1244,"Belém do Brejo do Cruz",02003,NULL,14,N,N
1245,"Bom Sucesso",02300,NULL,14,N,N
1246,"Brejo do Cruz",02805,NULL,14,N,N
1247,"Brejo dos Santos",02904,NULL,14,N,N
1248,"Catolé do Rocha",04306,NULL,14,N,N
1249,Jericó,07408,NULL,14,N,N
1250,Lagoa,08109,NULL,14,N,N
1251,"Mato Grosso",09370,NULL,14,N,N
1252,"Riacho dos Cavalos",12804,NULL,14,N,N
1253,"São Bento",13901,NULL,14,N,N
1254,"São José do Brejo do Cruz",14651,NULL,14,N,N
1255,"São João do Rio do Peixe",00700,NULL,14,N,N
1256,"Bernardino Batista",02052,NULL,14,N,N
1257,"Bom Jesus",02201,NULL,14,N,N
1258,"Bonito de Santa Fé",02409,NULL,14,N,N
1259,"Cachoeira dos Índios",03308,NULL,14,N,N
1260,Cajazeiras,03704,NULL,14,N,N
1261,Carrapateira,04108,NULL,14,N,N
1262,"Monte Horebe",09602,NULL,14,N,N
1263,"Poço Dantas",12036,NULL,14,N,N
1264,"Poço de José de Moura",12077,NULL,14,N,N
1265,"Santa Helena",13307,NULL,14,N,N
1266,"Joca Claudino",13653,NULL,14,N,N
1267,"São José de Piranhas",14503,NULL,14,N,N
1268,Triunfo,16805,NULL,14,N,N
1269,Uiraúna,16904,NULL,14,N,N
1270,Aparecida,00775,NULL,14,N,N
1271,Cajazeirinhas,03753,NULL,14,N,N
1272,Condado,04504,NULL,14,N,N
1273,"Vista Serrana",05501,NULL,14,N,N
1274,Lastro,08406,NULL,14,N,N
1275,Malta,08802,NULL,14,N,N
1276,Marizópolis,09156,NULL,14,N,N
1277,Nazarezinho,10006,NULL,14,N,N
1278,Paulista,10907,NULL,14,N,N
1279,Pombal,12101,NULL,14,N,N
1280,"Santa Cruz",13208,NULL,14,N,N
1281,"São Bentinho",13927,NULL,14,N,N
1282,"São Domingos",13968,NULL,14,N,N
1283,"São Francisco",13984,NULL,14,N,N
1284,"São José da Lagoa Tapada",14206,NULL,14,N,N
1285,Sousa,16201,NULL,14,N,N
1286,Vieirópolis,17209,NULL,14,N,N
1287,"Areia de Baraúnas",01153,NULL,14,N,N
1288,"Cacimba de Areia",03407,NULL,14,N,N
1289,"Mãe d'Água",08703,NULL,14,N,N
1290,Passagem,10709,NULL,14,N,N
1291,Patos,10808,NULL,14,N,N
1292,Quixabá,12606,NULL,14,N,N
1293,"Santa Teresinha",13802,NULL,14,N,N
1294,"São José de Espinharas",14404,NULL,14,N,N
1295,"São José do Bonfim",14602,NULL,14,N,N
1296,Aguiar,00205,NULL,14,N,N
1297,Igaracy,02607,NULL,14,N,N
1298,Catingueira,04207,NULL,14,N,N
1299,Coremas,04801,NULL,14,N,N
1300,Emas,05907,NULL,14,N,N
1301,"Nova Olinda",10204,NULL,14,N,N
1302,"Olho d'Água",10402,NULL,14,N,N
1303,Piancó,11301,NULL,14,N,N
1304,"Santana dos Garrotes",13604,NULL,14,N,N
1305,"Boa Ventura",02102,NULL,14,N,N
1306,Conceição,04405,NULL,14,N,N
1307,"Curral Velho",05303,NULL,14,N,N
1308,Diamante,05600,NULL,14,N,N
1309,Ibiara,06608,NULL,14,N,N
1310,Itaporanga,07002,NULL,14,N,N
1311,"Pedra Branca",11004,NULL,14,N,N
1312,"Santa Inês",13356,NULL,14,N,N
1313,"Santana de Mangueira",13505,NULL,14,N,N
1314,"São José de Caiana",14305,NULL,14,N,N
1315,"Serra Grande",15708,NULL,14,N,N
1316,"Água Branca",00106,NULL,14,N,N
1317,Cacimbas,03555,NULL,14,N,N
1318,Desterro,05402,NULL,14,N,N
1319,Imaculada,06707,NULL,14,N,N
1320,Juru,08000,NULL,14,N,N
1321,Manaíra,09008,NULL,14,N,N
1322,Maturéia,09396,NULL,14,N,N
1323,"Princesa Isabel",12309,NULL,14,N,N
1324,"São José de Princesa",14552,NULL,14,N,N
1325,Tavares,16607,NULL,14,N,N
1326,Teixeira,16706,NULL,14,N,N
1327,"Junco do Seridó",07804,NULL,14,N,N
1328,Salgadinho,13000,NULL,14,N,N
1329,"Santa Luzia",13406,NULL,14,N,N
1330,"São José do Sabugi",14701,NULL,14,N,N
1331,"São Mamede",14909,NULL,14,N,N
1332,Várzea,17100,NULL,14,N,N
1333,Baraúna,01534,NULL,14,N,N
1334,Cubati,05006,NULL,14,N,N
1335,"Frei Martinho",06202,NULL,14,N,N
1336,Juazeirinho,07705,NULL,14,N,N
1337,"Nova Palmeira",10303,NULL,14,N,N
1338,"Pedra Lavrada",11103,NULL,14,N,N
1339,Picuí,11400,NULL,14,N,N
1340,"São Vicente do Seridó",15401,NULL,14,N,N
1341,Tenório,16755,NULL,14,N,N
1342,Amparo,00734,NULL,14,N,N
1343,Assunção,01351,NULL,14,N,N
1344,Camalaú,03902,NULL,14,N,N
1345,Congo,04702,NULL,14,N,N
1346,Coxixola,04850,NULL,14,N,N
1347,Livramento,08505,NULL,14,N,N
1348,Monteiro,09701,NULL,14,N,N
1349,"Ouro Velho",10600,NULL,14,N,N
1350,Parari,10659,NULL,14,N,N
1351,Prata,12200,NULL,14,N,N
1352,"São João do Tigre",14107,NULL,14,N,N
1353,"São José dos Cordeiros",14800,NULL,14,N,N
1354,"São Sebastião do Umbuzeiro",15203,NULL,14,N,N
1355,"Serra Branca",15500,NULL,14,N,N
1356,Sumé,16300,NULL,14,N,N
1357,Taperoá,16508,NULL,14,N,N
1358,Zabelê,17407,NULL,14,N,N
1359,Alcantil,00536,NULL,14,N,N
1360,"Barra de Santana",01575,NULL,14,N,N
1361,"Barra de São Miguel",01708,NULL,14,N,N
1362,Boqueirão,02508,NULL,14,N,N
1363,Cabaceiras,03100,NULL,14,N,N
1364,Caraúbas,04074,NULL,14,N,N
1365,Caturité,04355,NULL,14,N,N
1366,Gurjão,06509,NULL,14,N,N
1367,"Riacho de Santo Antônio",12788,NULL,14,N,N
1368,"Santo André",13851,NULL,14,N,N
1369,"São Domingos do Cariri",13943,NULL,14,N,N
1370,"São João do Cariri",14008,NULL,14,N,N
1371,"Algodão de Jandaíra",00577,NULL,14,N,N
1372,Arara,00908,NULL,14,N,N
1373,"Barra de Santa Rosa",01609,NULL,14,N,N
1374,Cuité,05105,NULL,14,N,N
1375,Damião,05352,NULL,14,N,N
1376,"Nova Floresta",10105,NULL,14,N,N
1377,Olivedos,10501,NULL,14,N,N
1378,Pocinhos,12002,NULL,14,N,N
1379,Remígio,12705,NULL,14,N,N
1380,Soledade,16102,NULL,14,N,N
1381,Sossêgo,16151,NULL,14,N,N
1382,Araruna,01005,NULL,14,N,N
1383,"Cacimba de Dentro",03506,NULL,14,N,N
1384,Casserengue,04157,NULL,14,N,N
1385,"Dona Inês",05709,NULL,14,N,N
1386,Riachão,12747,NULL,14,N,N
1387,Solânea,16003,NULL,14,N,N
1388,Tacima,16409,NULL,14,N,N
1389,Areial,01203,NULL,14,N,N
1390,Esperança,06004,NULL,14,N,N
1391,Montadas,09503,NULL,14,N,N
1392,"São Sebastião de Lagoa de Roça",15104,NULL,14,N,N
1393,"Alagoa Grande",00304,NULL,14,N,N
1394,"Alagoa Nova",00403,NULL,14,N,N
1395,Areia,01104,NULL,14,N,N
1396,Bananeiras,01500,NULL,14,N,N
1397,Borborema,02706,NULL,14,N,N
1398,Matinhas,09339,NULL,14,N,N
1399,Pilões,11608,NULL,14,N,N
1400,Serraria,15906,NULL,14,N,N
1401,Alagoinha,00502,NULL,14,N,N
1402,Araçagi,00809,NULL,14,N,N
1403,Belém,01906,NULL,14,N,N
1404,Caiçara,03605,NULL,14,N,N
1405,Cuitegi,05204,NULL,14,N,N
1406,"Duas Estradas",05808,NULL,14,N,N
1407,Guarabira,06301,NULL,14,N,N
1408,"Lagoa de Dentro",08208,NULL,14,N,N
1409,Logradouro,08554,NULL,14,N,N
1410,Mulungu,09800,NULL,14,N,N
1411,Pilõezinhos,11707,NULL,14,N,N
1412,Pirpirituba,11806,NULL,14,N,N
1413,"Serra da Raiz",15609,NULL,14,N,N
1414,Sertãozinho,15930,NULL,14,N,N
1415,"Boa Vista",02151,NULL,14,N,N
1416,"Campina Grande",04009,NULL,14,N,N
1417,Fagundes,06103,NULL,14,N,N
1418,"Lagoa Seca",08307,NULL,14,N,N
1419,Massaranduba,09206,NULL,14,N,N
1420,Puxinanã,12408,NULL,14,N,N
1421,Queimadas,12507,NULL,14,N,N
1422,"Serra Redonda",15807,NULL,14,N,N
1423,"Caldas Brandão",03803,NULL,14,N,N
1424,Gurinhém,06400,NULL,14,N,N
1425,Ingá,06806,NULL,14,N,N
1426,Itabaiana,06905,NULL,14,N,N
1427,Itatuba,07200,NULL,14,N,N
1428,"Juarez Távora",07606,NULL,14,N,N
1429,Mogeiro,09404,NULL,14,N,N
1430,"Riachão do Bacamarte",12754,NULL,14,N,N
1431,"Salgado de São Félix",13109,NULL,14,N,N
1432,Aroeiras,01302,NULL,14,N,N
1433,"Gado Bravo",06251,NULL,14,N,N
1434,Natuba,09909,NULL,14,N,N
1435,"Santa Cecília",13158,NULL,14,N,N
1436,Umbuzeiro,17001,NULL,14,N,N
1437,"Baía da Traição",01401,NULL,14,N,N
1438,Capim,04033,NULL,14,N,N
1439,"Cuité de Mamanguape",05238,NULL,14,N,N
1440,"Curral de Cima",05279,NULL,14,N,N
1441,Itapororoca,07101,NULL,14,N,N
1442,Jacaraú,07309,NULL,14,N,N
1443,Mamanguape,08901,NULL,14,N,N
1444,Marcação,09057,NULL,14,N,N
1445,Mataraca,09305,NULL,14,N,N
1446,"Pedro Régis",12721,NULL,14,N,N
1447,"Rio Tinto",12903,NULL,14,N,N
1448,"Cruz do Espírito Santo",04900,NULL,14,N,N
1449,Juripiranga,07903,NULL,14,N,N
1450,Mari,09107,NULL,14,N,N
1451,Pilar,11509,NULL,14,N,N
1452,"Riachão do Poço",12762,NULL,14,N,N
1453,"São José dos Ramos",14453,NULL,14,N,N
1454,"São Miguel de Taipu",15005,NULL,14,N,N
1455,Sapé,15302,NULL,14,N,N
1456,Sobrado,15971,NULL,14,N,N
1457,Bayeux,01807,NULL,14,N,N
1458,Cabedelo,03209,NULL,14,N,N
1459,Conde,04603,NULL,14,N,N
1460,"João Pessoa",07507,NULL,14,N,N
1461,Lucena,08604,NULL,14,N,N
1462,"Santa Rita",13703,NULL,14,N,N
1463,Alhandra,00601,NULL,14,N,N
1464,Caaporã,03001,NULL,14,N,N
1465,"Pedras de Fogo",11202,NULL,14,N,N
1466,Pitimbu,11905,NULL,14,N,N
1467,Araripina,01102,NULL,15,N,N
1468,Bodocó,02001,NULL,15,N,N
1469,Exu,05301,NULL,15,N,N
1470,Granito,06309,NULL,15,N,N
1471,Ipubi,07307,NULL,15,N,N
1472,Ouricuri,09907,NULL,15,N,N
1473,"Santa Cruz",12455,NULL,15,N,N
1474,"Santa Filomena",12554,NULL,15,N,N
1475,Moreilândia,14303,NULL,15,N,N
1476,Trindade,15607,NULL,15,N,N
1477,Cedro,04304,NULL,15,N,N
1478,Mirandiba,09303,NULL,15,N,N
1479,Parnamirim,10400,NULL,15,N,N
1480,Salgueiro,12208,NULL,15,N,N
1481,"São José do Belmonte",13503,NULL,15,N,N
1482,Serrita,14006,NULL,15,N,N
1483,Verdejante,16100,NULL,15,N,N
1484,"Afogados da Ingazeira",00104,NULL,15,N,N
1485,Brejinho,02506,NULL,15,N,N
1486,Calumbi,03405,NULL,15,N,N
1487,Carnaíba,03900,NULL,15,N,N
1488,Flores,05608,NULL,15,N,N
1489,Iguaraci,06903,NULL,15,N,N
1490,Ingazeira,07109,NULL,15,N,N
1491,Itapetim,07703,NULL,15,N,N
1492,Quixaba,11533,NULL,15,N,N
1493,"Santa Cruz da Baixa Verde",12471,NULL,15,N,N
1494,"Santa Terezinha",12802,NULL,15,N,N
1495,"São José do Egito",13602,NULL,15,N,N
1496,"Serra Talhada",13909,NULL,15,N,N
1497,Solidão,14402,NULL,15,N,N
1498,Tabira,14600,NULL,15,N,N
1499,Triunfo,15706,NULL,15,N,N
1500,Tuparetama,15904,NULL,15,N,N
1501,Arcoverde,01201,NULL,15,N,N
1502,Betânia,01805,NULL,15,N,N
1503,Custódia,05103,NULL,15,N,N
1504,Ibimirim,06606,NULL,15,N,N
1505,Inajá,07000,NULL,15,N,N
1506,Manari,09154,NULL,15,N,N
1507,Sertânia,14105,NULL,15,N,N
1508,Afrânio,00203,NULL,15,N,N
1509,Cabrobó,03009,NULL,15,N,N
1510,Dormentes,05152,NULL,15,N,N
1511,"Lagoa Grande",08750,NULL,15,N,N
1512,Orocó,09808,NULL,15,N,N
1513,Petrolina,11101,NULL,15,N,N
1514,"Santa Maria da Boa Vista",12604,NULL,15,N,N
1515,"Terra Nova",15201,NULL,15,N,N
1516,"Belém do São Francisco",01607,NULL,15,N,N
1517,"Carnaubeira da Penha",03926,NULL,15,N,N
1518,Floresta,05707,NULL,15,N,N
1519,Itacuruba,07406,NULL,15,N,N
1520,Jatobá,08057,NULL,15,N,N
1521,Petrolândia,11002,NULL,15,N,N
1522,Tacaratu,14808,NULL,15,N,N
1523,"Águas Belas",00500,NULL,15,N,N
1524,Buíque,02803,NULL,15,N,N
1525,Itaíba,07505,NULL,15,N,N
1526,Pedra,10806,NULL,15,N,N
1527,Tupanatinga,15805,NULL,15,N,N
1528,Venturosa,16001,NULL,15,N,N
1529,Alagoinha,00609,NULL,15,N,N
1530,"Belo Jardim",01706,NULL,15,N,N
1531,Bezerros,01904,NULL,15,N,N
1532,"Brejo da Madre de Deus",02605,NULL,15,N,N
1533,Cachoeirinha,03108,NULL,15,N,N
1534,Capoeiras,03801,NULL,15,N,N
1535,Caruaru,04106,NULL,15,N,N
1536,Gravatá,06408,NULL,15,N,N
1537,Jataúba,08008,NULL,15,N,N
1538,Pesqueira,10905,NULL,15,N,N
1539,Poção,11200,NULL,15,N,N
1540,"Riacho das Almas",11705,NULL,15,N,N
1541,Sanharó,12406,NULL,15,N,N
1542,"São Bento do Una",13008,NULL,15,N,N
1543,"São Caitano",13107,NULL,15,N,N
1544,Tacaimbó,14709,NULL,15,N,N
1545,Casinhas,04155,NULL,15,N,N
1546,"Frei Miguelinho",05806,NULL,15,N,N
1547,"Santa Cruz do Capibaribe",12505,NULL,15,N,N
1548,"Santa Maria do Cambucá",12703,NULL,15,N,N
1549,Surubim,14501,NULL,15,N,N
1550,"Taquaritinga do Norte",15003,NULL,15,N,N
1551,Toritama,15409,NULL,15,N,N
1552,"Vertente do Lério",16183,NULL,15,N,N
1553,Vertentes,16209,NULL,15,N,N
1554,"Bom Jardim",02209,NULL,15,N,N
1555,Cumaru,04908,NULL,15,N,N
1556,"Feira Nova",05400,NULL,15,N,N
1557,"João Alfredo",08107,NULL,15,N,N
1558,Limoeiro,08909,NULL,15,N,N
1559,Machados,09105,NULL,15,N,N
1560,Orobó,09709,NULL,15,N,N
1561,Passira,10509,NULL,15,N,N
1562,Salgadinho,12109,NULL,15,N,N
1563,"São Vicente Ferrer",13800,NULL,15,N,N
1564,Angelim,01003,NULL,15,N,N
1565,"Bom Conselho",02100,NULL,15,N,N
1566,Brejão,02407,NULL,15,N,N
1567,Caetés,03207,NULL,15,N,N
1568,Calçado,03306,NULL,15,N,N
1569,Canhotinho,03702,NULL,15,N,N
1570,Correntes,04700,NULL,15,N,N
1571,Garanhuns,06002,NULL,15,N,N
1572,Iati,06507,NULL,15,N,N
1573,Jucati,08255,NULL,15,N,N
1574,Jupi,08305,NULL,15,N,N
1575,Jurema,08404,NULL,15,N,N
1576,"Lagoa do Ouro",08602,NULL,15,N,N
1577,Lajedo,08800,NULL,15,N,N
1578,Palmeirina,10103,NULL,15,N,N
1579,Paranatama,10301,NULL,15,N,N
1580,Saloá,12307,NULL,15,N,N
1581,"São João",13206,NULL,15,N,N
1582,Terezinha,15102,NULL,15,N,N
1583,Agrestina,00302,NULL,15,N,N
1584,Altinho,00807,NULL,15,N,N
1585,"Barra de Guabiraba",01300,NULL,15,N,N
1586,Bonito,02308,NULL,15,N,N
1587,"Camocim de São Félix",03504,NULL,15,N,N
1588,Cupira,05004,NULL,15,N,N
1589,Ibirajuba,06705,NULL,15,N,N
1590,"Lagoa dos Gatos",08701,NULL,15,N,N
1591,Panelas,10202,NULL,15,N,N
1592,Sairé,12000,NULL,15,N,N
1593,"São Joaquim do Monte",13305,NULL,15,N,N
1594,Aliança,00708,NULL,15,N,N
1595,"Buenos Aires",02704,NULL,15,N,N
1596,Camutanga,03603,NULL,15,N,N
1597,Carpina,04007,NULL,15,N,N
1598,Condado,04601,NULL,15,N,N
1599,Ferreiros,05509,NULL,15,N,N
1600,Goiana,06200,NULL,15,N,N
1601,Itambé,07653,NULL,15,N,N
1602,Itaquitinga,07802,NULL,15,N,N
1603,"Lagoa do Carro",08453,NULL,15,N,N
1604,"Lagoa de Itaenga",08503,NULL,15,N,N
1605,Macaparana,09006,NULL,15,N,N
1606,"Nazaré da Mata",09501,NULL,15,N,N
1607,Paudalho,10608,NULL,15,N,N
1608,Timbaúba,15300,NULL,15,N,N
1609,Tracunhaém,15508,NULL,15,N,N
1610,Vicência,16308,NULL,15,N,N
1611,"Chã de Alegria",04403,NULL,15,N,N
1612,"Chã Grande",04502,NULL,15,N,N
1613,"Glória do Goitá",06101,NULL,15,N,N
1614,Pombos,11309,NULL,15,N,N
1615,"Vitória de Santo Antão",16407,NULL,15,N,N
1616,"Água Preta",00401,NULL,15,N,N
1617,Amaraji,00906,NULL,15,N,N
1618,Barreiros,01409,NULL,15,N,N
1619,"Belém de Maria",01508,NULL,15,N,N
1620,Catende,04205,NULL,15,N,N
1621,Cortês,04809,NULL,15,N,N
1622,Escada,05202,NULL,15,N,N
1623,Gameleira,05905,NULL,15,N,N
1624,Jaqueira,07950,NULL,15,N,N
1625,"Joaquim Nabuco",08206,NULL,15,N,N
1626,Maraial,09204,NULL,15,N,N
1627,Palmares,10004,NULL,15,N,N
1628,Primavera,11408,NULL,15,N,N
1629,Quipapá,11507,NULL,15,N,N
1630,Ribeirão,11804,NULL,15,N,N
1631,"Rio Formoso",11903,NULL,15,N,N
1632,"São Benedito do Sul",12901,NULL,15,N,N
1633,"São José da Coroa Grande",13404,NULL,15,N,N
1634,Sirinhaém,14204,NULL,15,N,N
1635,Tamandaré,14857,NULL,15,N,N
1636,Xexéu,16506,NULL,15,N,N
1637,Araçoiaba,01052,NULL,15,N,N
1638,Igarassu,06804,NULL,15,N,N
1639,"Ilha de Itamaracá",07604,NULL,15,N,N
1640,Itapissuma,07752,NULL,15,N,N
1641,"Abreu e Lima",00054,NULL,15,N,N
1642,Camaragibe,03454,NULL,15,N,N
1643,"Jaboatão dos Guararapes",07901,NULL,15,N,N
1644,Moreno,09402,NULL,15,N,N
1645,Olinda,09600,NULL,15,N,N
1646,Paulista,10707,NULL,15,N,N
1647,Recife,11606,NULL,15,N,N
1648,"São Lourenço da Mata",13701,NULL,15,N,N
1649,"Cabo de Santo Agostinho",02902,NULL,15,N,N
1650,Ipojuca,07208,NULL,15,N,N
1651,"Fernando de Noronha",05459,NULL,15,N,N
1652,"Água Branca",00102,NULL,16,N,N
1653,Canapi,01605,NULL,16,N,N
1654,Inhapi,03304,NULL,16,N,N
1655,"Mata Grande",05002,NULL,16,N,N
1656,Pariconha,06422,NULL,16,N,N
1657,"Delmiro Gouveia",02405,NULL,16,N,N
1658,"Olho d'Água do Casado",05804,NULL,16,N,N
1659,Piranhas,07107,NULL,16,N,N
1660,Carneiros,01803,NULL,16,N,N
1661,"Dois Riachos",02504,NULL,16,N,N
1662,Maravilha,04609,NULL,16,N,N
1663,"Ouro Branco",06109,NULL,16,N,N
1664,Palestina,06208,NULL,16,N,N
1665,"Pão de Açúcar",06406,NULL,16,N,N
1666,"Poço das Trincheiras",07206,NULL,16,N,N
1667,"Santana do Ipanema",08006,NULL,16,N,N
1668,"São José da Tapera",08402,NULL,16,N,N
1669,"Senador Rui Palmeira",08956,NULL,16,N,N
1670,Batalha,00706,NULL,16,N,N
1671,"Belo Monte",00904,NULL,16,N,N
1672,"Jacaré dos Homens",03403,NULL,16,N,N
1673,Jaramataia,03700,NULL,16,N,N
1674,"Major Isidoro",04401,NULL,16,N,N
1675,Monteirópolis,05408,NULL,16,N,N
1676,"Olho d'Água das Flores",05705,NULL,16,N,N
1677,Olivença,06000,NULL,16,N,N
1678,Belém,00805,NULL,16,N,N
1679,Cacimbinhas,01209,NULL,16,N,N
1680,"Estrela de Alagoas",02553,NULL,16,N,N
1681,Igaci,03106,NULL,16,N,N
1682,Maribondo,04807,NULL,16,N,N
1683,"Mar Vermelho",04906,NULL,16,N,N
1684,"Minador do Negrão",05309,NULL,16,N,N
1685,"Palmeira dos Índios",06307,NULL,16,N,N
1686,"Paulo Jacinto",06604,NULL,16,N,N
1687,Quebrangulo,07602,NULL,16,N,N
1688,"Tanque d'Arca",09004,NULL,16,N,N
1689,Arapiraca,00300,NULL,16,N,N
1690,"Campo Grande",01506,NULL,16,N,N
1691,"Coité do Nóia",02009,NULL,16,N,N
1692,Craíbas,02355,NULL,16,N,N
1693,"Feira Grande",02603,NULL,16,N,N
1694,"Girau do Ponciano",02900,NULL,16,N,N
1695,"Lagoa da Canoa",04104,NULL,16,N,N
1696,"Limoeiro de Anadia",04203,NULL,16,N,N
1697,"São Sebastião",08808,NULL,16,N,N
1698,Taquarana,09103,NULL,16,N,N
1699,"Olho d'Água Grande",05903,NULL,16,N,N
1700,"São Brás",08204,NULL,16,N,N
1701,Traipu,09202,NULL,16,N,N
1702,"Chã Preta",01902,NULL,16,N,N
1703,Ibateguara,03007,NULL,16,N,N
1704,Pindoba,07008,NULL,16,N,N
1705,"Santana do Mundaú",08105,NULL,16,N,N
1706,"São José da Laje",08303,NULL,16,N,N
1707,"União dos Palmares",09301,NULL,16,N,N
1708,Viçosa,09400,NULL,16,N,N
1709,Atalaia,00409,NULL,16,N,N
1710,Branquinha,01100,NULL,16,N,N
1711,Cajueiro,01308,NULL,16,N,N
1712,Campestre,01357,NULL,16,N,N
1713,Capela,01704,NULL,16,N,N
1714,"Colônia Leopoldina",02108,NULL,16,N,N
1715,Flexeiras,02801,NULL,16,N,N
1716,Jacuípe,03502,NULL,16,N,N
1717,"Joaquim Gomes",03809,NULL,16,N,N
1718,Jundiá,03908,NULL,16,N,N
1719,"Matriz de Camaragibe",05101,NULL,16,N,N
1720,Messias,05200,NULL,16,N,N
1721,Murici,05507,NULL,16,N,N
1722,"Novo Lino",05606,NULL,16,N,N
1723,"Porto Calvo",07305,NULL,16,N,N
1724,"São Luís do Quitunde",08501,NULL,16,N,N
1725,Japaratinga,03601,NULL,16,N,N
1726,Maragogi,04500,NULL,16,N,N
1727,"Passo de Camaragibe",06505,NULL,16,N,N
1728,"Porto de Pedras",07404,NULL,16,N,N
1729,"São Miguel dos Milagres",08709,NULL,16,N,N
1730,"Barra de Santo Antônio",00508,NULL,16,N,N
1731,"Barra de São Miguel",00607,NULL,16,N,N
1732,"Coqueiro Seco",02207,NULL,16,N,N
1733,Maceió,04302,NULL,16,N,N
1734,"Marechal Deodoro",04708,NULL,16,N,N
1735,Paripueira,06448,NULL,16,N,N
1736,Pilar,06901,NULL,16,N,N
1737,"Rio Largo",07701,NULL,16,N,N
1738,"Santa Luzia do Norte",07909,NULL,16,N,N
1739,Satuba,08907,NULL,16,N,N
1740,Anadia,00201,NULL,16,N,N
1741,"Boca da Mata",01001,NULL,16,N,N
1742,"Campo Alegre",01407,NULL,16,N,N
1743,Coruripe,02306,NULL,16,N,N
1744,"Jequiá da Praia",03759,NULL,16,N,N
1745,Junqueiro,04005,NULL,16,N,N
1746,Roteiro,07800,NULL,16,N,N
1747,"São Miguel dos Campos",08600,NULL,16,N,N
1748,"Teotônio Vilela",09152,NULL,16,N,N
1749,"Feliz Deserto",02702,NULL,16,N,N
1750,"Igreja Nova",03205,NULL,16,N,N
1751,Penedo,06703,NULL,16,N,N
1752,Piaçabuçu,06802,NULL,16,N,N
1753,"Porto Real do Colégio",07503,NULL,16,N,N
1754,"Canindé de São Francisco",01207,NULL,17,N,N
1755,"Feira Nova",02205,NULL,17,N,N
1756,Gararu,02403,NULL,17,N,N
1757,"Gracho Cardoso",02601,NULL,17,N,N
1758,Itabi,03104,NULL,17,N,N
1759,"Monte Alegre de Sergipe",04201,NULL,17,N,N
1760,"Nossa Senhora da Glória",04508,NULL,17,N,N
1761,"Poço Redondo",05406,NULL,17,N,N
1762,"Porto da Folha",05604,NULL,17,N,N
1763,Carira,01405,NULL,17,N,N
1764,"Frei Paulo",02304,NULL,17,N,N
1765,"Nossa Senhora Aparecida",04458,NULL,17,N,N
1766,"Pedra Mole",05000,NULL,17,N,N
1767,Pinhão,05208,NULL,17,N,N
1768,Ribeirópolis,06008,NULL,17,N,N
1769,Aquidabã,00209,NULL,17,N,N
1770,Cumbe,01900,NULL,17,N,N
1771,"Malhada dos Bois",03807,NULL,17,N,N
1772,Muribeca,04300,NULL,17,N,N
1773,"Nossa Senhora das Dores",04607,NULL,17,N,N
1774,"São Miguel do Aleixo",07006,NULL,17,N,N
1775,"Areia Branca",00506,NULL,17,N,N
1776,"Campo do Brito",01009,NULL,17,N,N
1777,Itabaiana,02908,NULL,17,N,N
1778,Macambira,03708,NULL,17,N,N
1779,Malhador,03906,NULL,17,N,N
1780,"Moita Bonita",04102,NULL,17,N,N
1781,"São Domingos",06800,NULL,17,N,N
1782,"Poço Verde",05505,NULL,17,N,N
1783,"Simão Dias",07105,NULL,17,N,N
1784,"Tobias Barreto",07402,NULL,17,N,N
1785,Lagarto,03500,NULL,17,N,N
1786,"Riachão do Dantas",05802,NULL,17,N,N
1787,"Amparo de São Francisco",00100,NULL,17,N,N
1788,"Brejo Grande",00704,NULL,17,N,N
1789,Canhoba,01108,NULL,17,N,N
1790,"Cedro de São João",01603,NULL,17,N,N
1791,"Ilha das Flores",02700,NULL,17,N,N
1792,Neópolis,04409,NULL,17,N,N
1793,"Nossa Senhora de Lourdes",04706,NULL,17,N,N
1794,Propriá,05703,NULL,17,N,N
1795,"Santana do São Francisco",06404,NULL,17,N,N
1796,Telha,07303,NULL,17,N,N
1797,Capela,01306,NULL,17,N,N
1798,"Divina Pastora",02007,NULL,17,N,N
1799,"Santa Rosa de Lima",06503,NULL,17,N,N
1800,Siriri,07204,NULL,17,N,N
1801,Japaratuba,03302,NULL,17,N,N
1802,Japoatã,03401,NULL,17,N,N
1803,Pacatuba,04904,NULL,17,N,N
1804,Pirambu,05307,NULL,17,N,N
1805,"São Francisco",06909,NULL,17,N,N
1806,Carmópolis,01504,NULL,17,N,N
1807,"General Maynard",02502,NULL,17,N,N
1808,Laranjeiras,03609,NULL,17,N,N
1809,Maruim,04003,NULL,17,N,N
1810,Riachuelo,05901,NULL,17,N,N
1811,"Rosário do Catete",06107,NULL,17,N,N
1812,"Santo Amaro das Brotas",06602,NULL,17,N,N
1813,Aracaju,00308,NULL,17,N,N
1814,"Barra dos Coqueiros",00605,NULL,17,N,N
1815,"Nossa Senhora do Socorro",04805,NULL,17,N,N
1816,"São Cristóvão",06701,NULL,17,N,N
1817,Arauá,00407,NULL,17,N,N
1818,Boquim,00670,NULL,17,N,N
